	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1009,2]	-0.34	0.02	0.91	-1.8	-0.33	1.1	2094.0	0.41	1.0
theta[1010,2]	0.58	0.016	0.88	-0.9	0.59	2.0	3081.0	0.6	1.0
theta[1011,2]	-0.49	0.038	0.93	-2.0	-0.5	1.0	615.0	0.12	1.0
theta[1012,2]	-0.37	0.016	0.9	-1.9	-0.36	1.1	3139.0	0.61	1.0
theta[1013,2]	-0.2	0.013	0.92	-1.8	-0.17	1.3	5068.0	0.99	1.0
theta[1014,2]	0.31	0.094	0.97	-1.3	0.32	1.8	107.0	0.021	1.0
theta[1015,2]	-0.18	0.014	0.99	-1.8	-0.16	1.4	5153.0	1.0	1.0
theta[1016,2]	0.29	0.1	0.97	-1.3	0.29	1.8	92.0	0.018	1.0
theta[1017,2]	-0.2	0.013	0.96	-1.8	-0.2	1.4	5116.0	1.0	1.0
theta[1018,2]	-0.18	0.013	0.92	-1.8	-0.16	1.3	4783.0	0.94	1.0
theta[1019,2]	0.091	0.078	0.95	-1.5	0.083	1.7	150.0	0.029	1.0
theta[1020,2]	-0.2	0.014	0.96	-1.8	-0.2	1.4	4753.0	0.93	1.0
theta[1021,2]	-0.22	0.013	0.93	-1.8	-0.21	1.3	5229.0	1.0	1.0
theta[1022,2]	-0.3	0.013	0.88	-1.7	-0.28	1.1	4700.0	0.92	1.0
theta[1023,2]	-0.19	0.014	0.95	-1.8	-0.18	1.4	4607.0	0.9	1.0
theta[1024,2]	0.14	0.064	0.96	-1.5	0.16	1.6	227.0	0.044	1.0
theta[1025,2]	0.51	0.1	1.0	-1.2	0.52	2.1	100.0	0.02	1.0
theta[1026,2]	0.057	0.044	0.95	-1.5	0.092	1.5	465.0	0.091	1.0
theta[1027,2]	0.39	0.087	0.97	-1.2	0.39	2.0	125.0	0.025	1.0
theta[1028,2]	0.49	0.02	0.9	-1.0	0.5	2.0	2123.0	0.42	1.0
theta[1029,2]	-0.26	0.013	0.91	-1.8	-0.23	1.2	4989.0	0.98	1.0
theta[1030,2]	0.14	0.047	0.94	-1.4	0.16	1.6	404.0	0.079	1.0
theta[1031,2]	-0.27	0.015	0.95	-1.9	-0.26	1.3	4000.0	0.78	1.0
theta[1032,2]	-0.21	0.013	0.91	-1.7	-0.21	1.3	4956.0	0.97	1.0
theta[1033,2]	0.17	0.053	0.97	-1.5	0.2	1.7	331.0	0.065	1.0
theta[1034,2]	-0.19	0.021	0.91	-1.7	-0.16	1.3	1895.0	0.37	1.0
theta[1035,2]	-0.22	0.016	0.92	-1.7	-0.23	1.2	3497.0	0.68	1.0
theta[1036,2]	1.2	0.018	0.86	-0.17	1.2	2.7	2331.0	0.46	1.0
theta[1037,2]	0.083	0.08	0.98	-1.5	0.089	1.7	150.0	0.029	1.0
theta[1038,2]	-0.34	0.022	0.93	-1.9	-0.34	1.2	1831.0	0.36	1.0
theta[1039,2]	-0.28	0.014	0.9	-1.8	-0.26	1.2	4095.0	0.8	1.0
theta[1040,2]	-0.18	0.014	0.98	-1.8	-0.17	1.4	4867.0	0.95	1.0
theta[1041,2]	-0.34	0.016	0.91	-1.8	-0.33	1.1	3445.0	0.67	1.0
theta[1042,2]	-0.11	0.014	0.98	-1.8	-0.11	1.5	4673.0	0.91	1.0
theta[1043,2]	0.26	0.034	0.89	-1.2	0.27	1.7	678.0	0.13	1.0
theta[1044,2]	-0.2	0.013	0.97	-1.8	-0.2	1.4	5500.0	1.1	1.0
theta[1045,2]	-0.11	0.013	0.95	-1.6	-0.11	1.4	5702.0	1.1	1.0
theta[1046,2]	0.095	0.066	0.92	-1.4	0.1	1.6	197.0	0.039	1.0
theta[1047,2]	0.79	0.31	1.4	-1.6	1.0	2.7	20.0	0.0039	1.1
theta[1048,2]	0.52	0.025	0.88	-0.98	0.53	2.0	1193.0	0.23	1.0
theta[1049,2]	0.35	0.015	0.89	-1.1	0.34	1.7	3444.0	0.67	1.0
theta[1050,2]	-0.28	0.019	0.89	-1.7	-0.27	1.2	2138.0	0.42	1.0
theta[1051,2]	0.56	0.025	0.87	-0.88	0.58	2.0	1227.0	0.24	1.0
theta[1,3]	1.4	0.01	0.75	0.16	1.4	2.6	5134.0	1.0	1.0
theta[2,3]	-0.62	0.011	0.84	-2.0	-0.58	0.71	5849.0	1.1	1.0
theta[3,3]	0.31	0.011	0.75	-0.86	0.29	1.6	4976.0	0.97	1.0
theta[4,3]	-0.77	0.011	0.78	-2.1	-0.74	0.46	4989.0	0.98	1.0
theta[5,3]	0.72	0.01	0.79	-0.53	0.71	2.1	5961.0	1.2	1.0
theta[6,3]	0.79	0.011	0.72	-0.41	0.8	2.0	4098.0	0.8	1.0
theta[7,3]	0.57	0.01	0.74	-0.61	0.54	1.8	5234.0	1.0	1.0
theta[8,3]	0.9	0.011	0.79	-0.33	0.86	2.3	4945.0	0.97	1.0
theta[9,3]	-0.35	0.012	0.71	-1.5	-0.35	0.79	3712.0	0.73	1.0
theta[10,3]	0.61	0.011	0.74	-0.58	0.59	1.9	4285.0	0.84	1.0
theta[11,3]	-0.57	0.0099	0.69	-1.7	-0.54	0.56	4906.0	0.96	1.0
theta[12,3]	-0.35	0.012	0.87	-1.8	-0.32	1.0	5550.0	1.1	1.0
theta[13,3]	0.18	0.012	0.95	-1.3	0.16	1.8	6028.0	1.2	1.0
theta[14,3]	-1.0	0.01	0.72	-2.2	-1.0	0.16	5011.0	0.98	1.0
theta[15,3]	0.78	0.012	0.82	-0.49	0.76	2.2	4562.0	0.89	1.0
theta[16,3]	0.55	0.013	0.77	-0.75	0.56	1.8	3581.0	0.7	1.0
theta[17,3]	0.31	0.011	0.73	-0.89	0.32	1.5	4646.0	0.91	1.0
theta[18,3]	0.74	0.0099	0.72	-0.44	0.74	2.0	5284.0	1.0	1.0
theta[19,3]	-0.54	0.012	0.83	-2.0	-0.51	0.76	5093.0	1.0	1.0
theta[20,3]	-0.56	0.011	0.79	-1.9	-0.53	0.67	5145.0	1.0	1.0
theta[21,3]	-0.34	0.013	0.91	-1.9	-0.3	1.1	5264.0	1.0	1.0
theta[22,3]	0.38	0.013	0.75	-0.88	0.4	1.6	3368.0	0.66	1.0
theta[23,3]	0.35	0.012	0.72	-0.8	0.34	1.6	3416.0	0.67	1.0
theta[24,3]	-0.35	0.013	0.87	-1.8	-0.34	1.0	4656.0	0.91	1.0
theta[25,3]	-0.74	0.011	0.8	-2.1	-0.7	0.51	5590.0	1.1	1.0
theta[26,3]	-0.32	0.012	0.87	-1.8	-0.29	1.1	5254.0	1.0	1.0
theta[27,3]	-0.63	0.011	0.81	-2.0	-0.59	0.63	4984.0	0.97	1.0
theta[28,3]	0.61	0.01	0.72	-0.57	0.59	1.9	5068.0	0.99	1.0
theta[29,3]	-1.0	0.011	0.76	-2.3	-0.99	0.21	4582.0	0.9	1.0
theta[30,3]	-0.57	0.011	0.83	-2.0	-0.54	0.74	5811.0	1.1	1.0
theta[31,3]	-0.25	0.011	0.71	-1.4	-0.25	0.9	4189.0	0.82	1.0
theta[32,3]	1.6	0.01	0.73	0.4	1.6	2.8	5241.0	1.0	1.0
theta[33,3]	-0.58	0.01	0.81	-2.0	-0.56	0.69	5957.0	1.2	1.0
theta[34,3]	-0.5	0.011	0.83	-1.9	-0.49	0.82	5638.0	1.1	1.0
theta[35,3]	0.25	0.011	0.77	-0.98	0.23	1.6	4833.0	0.95	1.0
theta[36,3]	-0.37	0.011	0.84	-1.8	-0.34	0.97	5463.0	1.1	1.0
theta[37,3]	-0.39	0.012	0.86	-1.9	-0.35	0.95	4894.0	0.96	1.0
theta[38,3]	-0.61	0.011	0.82	-2.0	-0.57	0.67	5238.0	1.0	1.0
theta[39,3]	0.89	0.01	0.71	-0.3	0.88	2.1	4796.0	0.94	1.0
theta[40,3]	-0.24	0.012	0.91	-1.8	-0.22	1.2	5979.0	1.2	1.0
theta[41,3]	-0.24	0.012	0.9	-1.7	-0.24	1.2	6033.0	1.2	1.0
theta[42,3]	-0.13	0.011	0.77	-1.4	-0.11	1.1	4597.0	0.9	1.0
theta[43,3]	-0.52	0.01	0.74	-1.8	-0.49	0.66	5210.0	1.0	1.0
theta[44,3]	0.13	0.012	0.7	-1.0	0.12	1.2	3567.0	0.7	1.0
theta[45,3]	-0.36	0.012	0.87	-1.8	-0.33	1.1	5318.0	1.0	1.0
theta[46,3]	-0.28	0.011	0.89	-1.8	-0.27	1.2	6343.0	1.2	1.0
theta[47,3]	0.66	0.012	0.77	-0.62	0.67	1.9	3921.0	0.77	1.0
theta[48,3]	0.037	0.01	0.73	-1.2	0.042	1.2	5134.0	1.0	1.0
theta[49,3]	-0.52	0.012	0.84	-1.9	-0.49	0.81	4638.0	0.91	1.0
theta[50,3]	-0.88	0.011	0.77	-2.2	-0.85	0.35	5280.0	1.0	1.0
theta[51,3]	-0.59	0.012	0.81	-2.0	-0.57	0.67	4882.0	0.95	1.0
theta[52,3]	-0.36	0.011	0.84	-1.8	-0.32	0.97	6184.0	1.2	1.0
theta[53,3]	0.63	0.011	0.78	-0.63	0.61	2.0	4905.0	0.96	1.0
theta[54,3]	-0.22	0.012	0.89	-1.7	-0.19	1.2	5180.0	1.0	1.0
theta[55,3]	-0.32	0.012	0.89	-1.8	-0.32	1.1	5360.0	1.0	1.0
theta[56,3]	-0.35	0.012	0.89	-1.9	-0.3	1.1	5887.0	1.2	1.0
theta[57,3]	-0.54	0.013	0.84	-2.0	-0.5	0.8	4453.0	0.87	1.0
theta[58,3]	0.43	0.011	0.71	-0.74	0.43	1.6	4217.0	0.82	1.0
theta[59,3]	0.15	0.011	0.72	-1.0	0.16	1.3	4259.0	0.83	1.0
theta[60,3]	0.26	0.011	0.72	-0.95	0.26	1.5	4540.0	0.89	1.0
theta[61,3]	-0.41	0.012	0.86	-1.9	-0.38	0.98	4874.0	0.95	1.0
theta[62,3]	0.45	0.011	0.76	-0.8	0.47	1.7	4589.0	0.9	1.0
theta[63,3]	-0.23	0.012	0.91	-1.7	-0.2	1.2	5662.0	1.1	1.0
theta[64,3]	-0.19	0.01	0.76	-1.5	-0.16	1.0	5444.0	1.1	1.0
theta[65,3]	-0.45	0.011	0.87	-2.0	-0.43	0.95	5754.0	1.1	1.0
theta[66,3]	-0.4	0.012	0.86	-1.9	-0.37	0.94	5025.0	0.98	1.0
theta[67,3]	-0.39	0.012	0.88	-1.9	-0.35	1.0	4984.0	0.97	1.0
theta[68,3]	-0.86	0.01	0.75	-2.1	-0.84	0.33	5289.0	1.0	1.0
theta[69,3]	0.26	0.0096	0.77	-0.97	0.23	1.6	6391.0	1.3	1.0
theta[70,3]	0.48	0.013	0.79	-0.85	0.51	1.7	3721.0	0.73	1.0
theta[71,3]	0.24	0.011	0.72	-0.96	0.25	1.4	4450.0	0.87	1.0
theta[72,3]	-0.53	0.012	0.82	-1.9	-0.49	0.75	4355.0	0.85	1.0
theta[73,3]	1.2	0.011	0.72	0.019	1.2	2.4	4452.0	0.87	1.0
theta[74,3]	0.83	0.01	0.73	-0.35	0.81	2.0	5251.0	1.0	1.0
theta[75,3]	-0.37	0.012	0.88	-1.9	-0.34	1.0	5672.0	1.1	1.0
theta[76,3]	0.82	0.01	0.72	-0.35	0.8	2.0	5218.0	1.0	1.0
theta[77,3]	-0.41	0.013	0.88	-1.9	-0.39	1.0	4882.0	0.95	1.0
theta[78,3]	-0.46	0.011	0.83	-1.9	-0.43	0.88	5543.0	1.1	1.0
theta[79,3]	0.94	0.0096	0.69	-0.18	0.91	2.1	5227.0	1.0	1.0
theta[80,3]	-0.32	0.012	0.86	-1.8	-0.3	1.0	5483.0	1.1	1.0
theta[81,3]	-0.57	0.012	0.82	-1.9	-0.55	0.74	5025.0	0.98	1.0
theta[82,3]	-0.014	0.011	0.71	-1.2	-0.013	1.1	3960.0	0.77	1.0
theta[83,3]	0.81	0.012	0.75	-0.41	0.81	2.0	4131.0	0.81	1.0
theta[84,3]	-0.36	0.012	0.93	-1.9	-0.36	1.2	6232.0	1.2	1.0
theta[85,3]	-0.5	0.0097	0.74	-1.7	-0.48	0.71	5742.0	1.1	1.0
theta[86,3]	1.2	0.0099	0.76	-0.025	1.2	2.5	5878.0	1.1	1.0
theta[87,3]	0.35	0.011	0.69	-0.81	0.37	1.5	3853.0	0.75	1.0
theta[88,3]	-0.59	0.011	0.83	-2.0	-0.54	0.72	5680.0	1.1	1.0
theta[89,3]	-0.49	0.012	0.84	-1.9	-0.47	0.82	4779.0	0.93	1.0
theta[90,3]	-0.78	0.01	0.8	-2.2	-0.74	0.43	6030.0	1.2	1.0
theta[91,3]	-0.97	0.011	0.77	-2.3	-0.94	0.24	4597.0	0.9	1.0
theta[92,3]	0.79	0.01	0.72	-0.37	0.77	2.0	4836.0	0.95	1.0
theta[93,3]	-0.5	0.0098	0.7	-1.6	-0.51	0.67	5065.0	0.99	1.0
theta[94,3]	-0.42	0.012	0.86	-1.9	-0.4	0.92	4967.0	0.97	1.0
theta[95,3]	-0.42	0.011	0.84	-1.8	-0.4	0.94	5744.0	1.1	1.0
theta[96,3]	1.0	0.01	0.7	-0.12	1.0	2.2	4927.0	0.96	1.0
theta[97,3]	0.033	0.011	0.71	-1.1	0.037	1.2	3982.0	0.78	1.0
theta[98,3]	-0.29	0.012	0.87	-1.7	-0.27	1.1	5587.0	1.1	1.0
theta[99,3]	1.1	0.0097	0.7	-0.047	1.1	2.2	5266.0	1.0	1.0
theta[100,3]	-0.32	0.012	0.91	-1.9	-0.29	1.1	6033.0	1.2	1.0
theta[101,3]	1.1	0.0098	0.75	-0.17	1.1	2.3	5887.0	1.2	1.0
theta[102,3]	-0.076	0.011	0.72	-1.2	-0.1	1.2	4182.0	0.82	1.0
theta[103,3]	-0.46	0.012	0.86	-1.9	-0.43	0.9	5493.0	1.1	1.0
theta[104,3]	-0.69	0.012	0.82	-2.1	-0.67	0.6	4956.0	0.97	1.0
theta[105,3]	0.86	0.011	0.8	-0.42	0.84	2.2	5665.0	1.1	1.0
theta[106,3]	0.31	0.012	0.73	-0.93	0.33	1.5	3682.0	0.72	1.0
theta[107,3]	-0.43	0.011	0.71	-1.6	-0.44	0.76	3878.0	0.76	1.0
theta[108,3]	-0.25	0.011	0.78	-1.6	-0.22	0.97	4828.0	0.94	1.0
theta[109,3]	-0.082	0.012	0.79	-1.4	-0.048	1.2	4661.0	0.91	1.0
theta[110,3]	1.4	0.011	0.75	0.21	1.4	2.7	5004.0	0.98	1.0
theta[111,3]	0.61	0.0096	0.71	-0.54	0.6	1.8	5491.0	1.1	1.0
theta[112,3]	-0.032	0.012	0.81	-1.4	-0.031	1.2	4290.0	0.84	1.0
theta[113,3]	-0.25	0.011	0.78	-1.6	-0.23	0.97	5238.0	1.0	1.0
theta[114,3]	0.66	0.011	0.73	-0.57	0.67	1.8	4124.0	0.81	1.0
theta[115,3]	-0.53	0.012	0.78	-1.9	-0.49	0.7	4504.0	0.88	1.0
theta[116,3]	0.15	0.011	0.7	-0.99	0.15	1.3	4170.0	0.82	1.0
theta[117,3]	-0.71	0.012	0.8	-2.1	-0.68	0.54	4595.0	0.9	1.0
theta[118,3]	-0.44	0.011	0.83	-1.9	-0.41	0.85	5238.0	1.0	1.0
theta[119,3]	-0.22	0.013	0.91	-1.8	-0.19	1.2	5284.0	1.0	1.0
theta[120,3]	-0.37	0.012	0.89	-1.9	-0.35	1.0	5513.0	1.1	1.0
theta[121,3]	-0.26	0.011	0.78	-1.6	-0.24	0.95	5270.0	1.0	1.0
theta[122,3]	-0.54	0.011	0.8	-1.9	-0.51	0.74	5671.0	1.1	1.0
theta[123,3]	-0.2	0.011	0.72	-1.4	-0.21	0.96	4662.0	0.91	1.0
theta[124,3]	0.7	0.011	0.72	-0.45	0.66	1.9	4668.0	0.91	1.0
theta[125,3]	-0.39	0.011	0.81	-1.8	-0.37	0.89	5359.0	1.0	1.0
theta[126,3]	0.14	0.012	0.73	-1.1	0.18	1.3	3885.0	0.76	1.0
theta[127,3]	0.48	0.011	0.83	-0.87	0.46	1.9	5545.0	1.1	1.0
theta[128,3]	-0.32	0.013	0.88	-1.8	-0.29	1.1	4899.0	0.96	1.0
theta[129,3]	0.39	0.012	0.74	-0.83	0.4	1.6	3857.0	0.75	1.0
theta[130,3]	-0.053	0.011	0.71	-1.2	-0.051	1.1	3802.0	0.74	1.0
theta[131,3]	-0.37	0.013	0.88	-1.8	-0.35	1.1	4784.0	0.94	1.0
theta[132,3]	0.35	0.012	0.72	-0.81	0.34	1.5	3686.0	0.72	1.0
theta[133,3]	-1.4	0.011	0.71	-2.6	-1.4	-0.26	4046.0	0.79	1.0
theta[134,3]	0.59	0.01	0.73	-0.58	0.57	1.8	5166.0	1.0	1.0
theta[135,3]	-0.84	0.0099	0.74	-2.1	-0.83	0.34	5585.0	1.1	1.0
theta[136,3]	0.67	0.012	0.82	-0.66	0.64	2.0	4889.0	0.96	1.0
theta[137,3]	-0.51	0.01	0.71	-1.7	-0.5	0.65	4844.0	0.95	1.0
theta[138,3]	0.5	0.01	0.73	-0.68	0.5	1.7	5006.0	0.98	1.0
theta[139,3]	-0.89	0.011	0.76	-2.2	-0.85	0.32	4866.0	0.95	1.0
theta[140,3]	-0.54	0.011	0.84	-2.0	-0.51	0.79	5827.0	1.1	1.0
theta[141,3]	0.46	0.011	0.72	-0.74	0.46	1.6	4110.0	0.8	1.0
theta[142,3]	-0.63	0.011	0.81	-2.0	-0.6	0.68	5513.0	1.1	1.0
theta[143,3]	0.45	0.011	0.75	-0.83	0.48	1.6	4724.0	0.92	1.0
theta[144,3]	-0.29	0.013	0.91	-1.9	-0.27	1.2	4759.0	0.93	1.0
theta[145,3]	-0.54	0.01	0.77	-1.9	-0.52	0.7	5880.0	1.2	1.0
theta[146,3]	-0.78	0.011	0.79	-2.1	-0.76	0.47	5186.0	1.0	1.0
theta[147,3]	0.19	0.012	0.73	-1.0	0.19	1.4	3814.0	0.75	1.0
theta[148,3]	0.52	0.01	0.72	-0.66	0.52	1.7	4740.0	0.93	1.0
theta[149,3]	-0.58	0.01	0.72	-1.8	-0.59	0.58	4696.0	0.92	1.0
theta[150,3]	1.7	0.011	0.75	0.46	1.7	2.9	4523.0	0.88	1.0
theta[151,3]	-0.62	0.012	0.82	-2.0	-0.59	0.62	4878.0	0.95	1.0
theta[152,3]	-0.031	0.011	0.7	-1.2	-0.029	1.1	3931.0	0.77	1.0
theta[153,3]	-0.3	0.01	0.71	-1.5	-0.32	0.85	4733.0	0.93	1.0
theta[154,3]	-0.25	0.013	0.9	-1.8	-0.24	1.2	5169.0	1.0	1.0
theta[155,3]	-0.31	0.012	0.9	-1.8	-0.27	1.1	5555.0	1.1	1.0
theta[156,3]	-0.97	0.01	0.77	-2.3	-0.98	0.29	5563.0	1.1	1.0
theta[157,3]	-0.35	0.013	0.88	-1.9	-0.31	1.0	4317.0	0.84	1.0
theta[158,3]	-0.65	0.011	0.82	-2.1	-0.6	0.64	5301.0	1.0	1.0
theta[159,3]	0.74	0.01	0.77	-0.49	0.72	2.0	5762.0	1.1	1.0
theta[160,3]	0.71	0.011	0.76	-0.48	0.67	2.0	4696.0	0.92	1.0
theta[161,3]	1.1	0.01	0.75	-0.15	1.0	2.3	5148.0	1.0	1.0
theta[162,3]	-0.55	0.011	0.82	-1.9	-0.51	0.73	5692.0	1.1	1.0
theta[163,3]	-0.64	0.012	0.8	-2.0	-0.61	0.63	4562.0	0.89	1.0
theta[164,3]	-0.25	0.011	0.72	-1.4	-0.26	0.93	3980.0	0.78	1.0
theta[165,3]	-0.64	0.012	0.84	-2.1	-0.59	0.68	5309.0	1.0	1.0
theta[166,3]	0.53	0.011	0.75	-0.66	0.52	1.8	4737.0	0.93	1.0
theta[167,3]	-0.22	0.012	0.89	-1.7	-0.2	1.2	5263.0	1.0	1.0
theta[168,3]	0.87	0.01	0.71	-0.31	0.86	2.1	5144.0	1.0	1.0
theta[169,3]	-0.47	0.012	0.84	-1.9	-0.44	0.88	5236.0	1.0	1.0
theta[170,3]	-0.25	0.013	0.9	-1.8	-0.23	1.2	5073.0	0.99	1.0
theta[171,3]	0.014	0.011	0.72	-1.2	0.031	1.2	4334.0	0.85	1.0
theta[172,3]	-0.55	0.012	0.85	-2.0	-0.51	0.8	5249.0	1.0	1.0
theta[173,3]	-0.6	0.01	0.73	-1.9	-0.57	0.56	4913.0	0.96	1.0
theta[174,3]	-0.61	0.012	0.83	-2.0	-0.6	0.72	4999.0	0.98	1.0
theta[175,3]	-0.23	0.012	0.74	-1.4	-0.22	0.96	4099.0	0.8	1.0
theta[176,3]	-0.24	0.012	0.88	-1.7	-0.21	1.2	5109.0	1.0	1.0
theta[177,3]	0.62	0.0097	0.72	-0.51	0.58	1.8	5533.0	1.1	1.0
theta[178,3]	0.85	0.012	0.74	-0.39	0.87	2.0	3971.0	0.78	1.0
theta[179,3]	-0.66	0.0098	0.8	-2.0	-0.63	0.61	6660.0	1.3	1.0
theta[180,3]	-0.69	0.011	0.81	-2.1	-0.65	0.59	5261.0	1.0	1.0
theta[181,3]	0.56	0.0098	0.73	-0.6	0.54	1.8	5464.0	1.1	1.0
theta[182,3]	-0.6	0.011	0.84	-2.0	-0.57	0.73	5462.0	1.1	1.0
theta[183,3]	0.65	0.012	0.82	-0.66	0.63	2.0	5046.0	0.99	1.0
theta[184,3]	0.66	0.011	0.74	-0.51	0.63	1.9	4544.0	0.89	1.0
theta[185,3]	1.3	0.011	0.74	0.099	1.3	2.5	4776.0	0.93	1.0
theta[186,3]	-1.0	0.01	0.76	-2.3	-1.0	0.16	5662.0	1.1	1.0
theta[187,3]	-0.96	0.0099	0.7	-2.1	-0.94	0.19	5071.0	0.99	1.0
theta[188,3]	-0.35	0.012	0.89	-1.8	-0.31	1.0	5442.0	1.1	1.0
theta[189,3]	0.36	0.011	0.74	-0.87	0.37	1.6	4388.0	0.86	1.0
theta[190,3]	0.089	0.01	0.78	-1.2	0.08	1.4	5856.0	1.1	1.0
theta[191,3]	0.78	0.013	0.79	-0.57	0.81	2.0	3881.0	0.76	1.0
theta[192,3]	-0.76	0.01	0.7	-1.9	-0.76	0.39	4591.0	0.9	1.0
theta[193,3]	0.46	0.012	0.77	-0.83	0.47	1.7	4180.0	0.82	1.0
theta[194,3]	-1.1	0.011	0.73	-2.4	-1.1	0.033	4621.0	0.9	1.0
theta[195,3]	-0.18	0.011	0.77	-1.5	-0.15	1.1	4815.0	0.94	1.0
theta[196,3]	-0.69	0.011	0.71	-1.9	-0.7	0.5	4426.0	0.87	1.0
theta[197,3]	-0.45	0.012	0.84	-1.9	-0.43	0.87	5287.0	1.0	1.0
theta[198,3]	-0.43	0.012	0.86	-1.9	-0.4	0.92	5532.0	1.1	1.0
theta[199,3]	-0.2	0.01	0.74	-1.4	-0.21	1.0	5208.0	1.0	1.0
theta[200,3]	0.61	0.011	0.71	-0.55	0.61	1.8	4290.0	0.84	1.0
theta[201,3]	-0.72	0.01	0.77	-2.1	-0.7	0.51	5727.0	1.1	1.0
theta[202,3]	0.94	0.0097	0.71	-0.22	0.93	2.1	5399.0	1.1	1.0
theta[203,3]	0.34	0.011	0.73	-0.84	0.34	1.5	4204.0	0.82	1.0
theta[204,3]	0.37	0.013	0.77	-0.9	0.39	1.6	3664.0	0.72	1.0
theta[205,3]	0.78	0.011	0.77	-0.46	0.76	2.1	4831.0	0.94	1.0
theta[206,3]	-0.36	0.012	0.88	-1.9	-0.34	1.1	5465.0	1.1	1.0
theta[207,3]	-0.32	0.012	0.88	-1.8	-0.29	1.1	5156.0	1.0	1.0
theta[208,3]	-0.44	0.012	0.87	-1.9	-0.41	0.91	4958.0	0.97	1.0
theta[209,3]	-0.71	0.011	0.75	-2.0	-0.69	0.48	4998.0	0.98	1.0
theta[210,3]	0.46	0.011	0.78	-0.77	0.43	1.8	4804.0	0.94	1.0
theta[211,3]	-0.7	0.011	0.81	-2.1	-0.65	0.57	5879.0	1.1	1.0
theta[212,3]	-0.45	0.011	0.86	-1.9	-0.43	0.93	5820.0	1.1	1.0
theta[213,3]	1.2	0.01	0.75	-0.013	1.2	2.4	5132.0	1.0	1.0
theta[214,3]	1.3	0.011	0.78	0.047	1.3	2.6	4906.0	0.96	1.0
theta[215,3]	0.6	0.012	0.82	-0.7	0.59	2.0	4758.0	0.93	1.0
theta[216,3]	-0.48	0.012	0.83	-1.9	-0.46	0.84	4988.0	0.98	1.0
theta[217,3]	-0.72	0.011	0.78	-2.0	-0.69	0.55	5295.0	1.0	1.0
theta[218,3]	0.26	0.011	0.77	-0.96	0.23	1.5	4946.0	0.97	1.0
theta[219,3]	-0.71	0.011	0.78	-2.0	-0.68	0.51	5159.0	1.0	1.0
theta[220,3]	-0.6	0.011	0.82	-2.0	-0.57	0.71	5184.0	1.0	1.0
theta[221,3]	-0.46	0.01	0.72	-1.6	-0.47	0.76	4731.0	0.93	1.0
theta[222,3]	-0.85	0.011	0.76	-2.1	-0.83	0.38	4861.0	0.95	1.0
theta[223,3]	-0.89	0.011	0.73	-2.1	-0.88	0.28	4649.0	0.91	1.0
theta[224,3]	-0.38	0.012	0.88	-1.9	-0.36	1.0	5742.0	1.1	1.0
theta[225,3]	0.24	0.012	0.71	-0.95	0.26	1.4	3710.0	0.73	1.0
theta[226,3]	-0.57	0.012	0.82	-1.9	-0.55	0.74	5032.0	0.98	1.0
theta[227,3]	0.16	0.011	0.74	-1.1	0.18	1.4	4307.0	0.84	1.0
theta[228,3]	-0.47	0.0098	0.73	-1.7	-0.45	0.71	5521.0	1.1	1.0
theta[229,3]	0.24	0.011	0.75	-1.0	0.27	1.5	4527.0	0.89	1.0
theta[230,3]	-0.37	0.013	0.89	-1.9	-0.35	1.1	4918.0	0.96	1.0
theta[231,3]	-0.34	0.012	0.9	-1.9	-0.3	1.1	5873.0	1.1	1.0
theta[232,3]	-0.37	0.013	0.86	-1.8	-0.35	1.0	4652.0	0.91	1.0
theta[233,3]	-0.2	0.01	0.77	-1.5	-0.17	1.0	5465.0	1.1	1.0
theta[234,3]	0.48	0.013	0.78	-0.84	0.49	1.7	3523.0	0.69	1.0
theta[235,3]	0.33	0.012	0.73	-0.9	0.34	1.5	3820.0	0.75	1.0
theta[236,3]	0.13	0.011	0.78	-1.1	0.11	1.5	5357.0	1.0	1.0
theta[237,3]	-0.41	0.012	0.89	-1.9	-0.39	1.0	5906.0	1.2	1.0
theta[238,3]	0.24	0.012	0.72	-0.92	0.24	1.4	3860.0	0.75	1.0
theta[239,3]	0.93	0.0097	0.71	-0.18	0.92	2.1	5311.0	1.0	1.0
theta[240,3]	-0.3	0.012	0.88	-1.8	-0.27	1.1	5770.0	1.1	1.0
theta[241,3]	-0.59	0.012	0.82	-2.0	-0.57	0.72	4932.0	0.96	1.0
theta[242,3]	0.89	0.01	0.75	-0.32	0.87	2.2	5655.0	1.1	1.0
theta[243,3]	0.51	0.01	0.75	-0.68	0.49	1.8	5369.0	1.1	1.0
theta[244,3]	0.87	0.01	0.78	-0.36	0.84	2.2	5665.0	1.1	1.0
theta[245,3]	-0.49	0.012	0.82	-1.9	-0.46	0.82	4735.0	0.93	1.0
theta[246,3]	0.02	0.011	0.73	-1.2	0.0048	1.2	4493.0	0.88	1.0
theta[247,3]	-0.27	0.011	0.71	-1.4	-0.27	0.88	4434.0	0.87	1.0
theta[248,3]	-0.29	0.013	0.9	-1.8	-0.27	1.1	5034.0	0.98	1.0
theta[249,3]	-0.4	0.011	0.74	-1.6	-0.39	0.81	4773.0	0.93	1.0
theta[250,3]	0.66	0.014	0.79	-0.68	0.68	1.9	3124.0	0.61	1.0
theta[251,3]	1.0	0.012	0.74	-0.22	1.0	2.2	3934.0	0.77	1.0
