"k1","k2","tuominen2022","teicher2015"
"x32","x48",0.343582,0.204218
"x33","x48",0.217189,0.193068
"x34","x48",0.156891,0.203377
"x35","x48",0.275092,0.216224
"x36","x48",0.3292,0.274537
"x37","x48",0.35856,0.271621
"x38","x48",0.578359,0.507703
"x39","x48",0.433891,0.446742
"x40","x48",0.45352,0.332308
"x41","x48",0.352434,0.390913
"x42","x48",0.119428,0.092911
"x43","x48",0.131204,0.117925
"x44","x48",0.226751,0.259494
"x45","x48",0.113525,0.090405
"x46","x48",0.462091,0.482803
"x47","x48",0.342156,0.498142
"x48","x48",1,1
"x49","x48",0.563243,0.612474
"x50","x48",0.421314,0.437784
"x51","x48",0.303252,0.147883
"x52","x48",0.377986,0.252859
"x1","x49",0.339566,0.393977
"x2","x49",0.365282,0.410592
"x3","x49",0.38636,0.476863
"x4","x49",0.336849,0.451979
"x5","x49",0.197705,0.28387
"x6","x49",0.380466,0.321985
"x7","x49",0.427641,0.285021
"x8","x49",0.187627,0.495339
"x9","x49",0.178175,0.293451
"x10","x49",0.228602,0.24511
"x11","x49",0.252519,0.351653
"x12","x49",0.307842,0.385525
"x13","x49",0.274582,0.390947
"x14","x49",0.255465,0.303854
"x15","x49",0.331194,0.263563
"x16","x49",0.103846,0.336866
"x17","x49",0.18065,0.375969
"x18","x49",0.138053,0.232326
"x19","x49",0.093818,0.315371
"x20","x49",0.166323,0.117211
"x21","x49",0.403024,0.409215
"x22","x49",0.396558,0.363477
"x23","x49",0.280381,0.370987
"x24","x49",0.315874,0.395274
"x25","x49",0.204449,0.24245
"x26","x49",0.410456,0.307942
"x27","x49",0.420408,0.285416
"x28","x49",0.352134,0.225403
"x29","x49",0.150301,0.237127
"x30","x49",0.299103,0.26086
"x31","x49",0.30738,0.282421
"x32","x49",0.33853,0.263401
"x33","x49",0.285309,0.240547
"x34","x49",0.22817,0.148057
"x35","x49",0.28192,0.076878
"x36","x49",0.236309,0.154466
"x37","x49",0.231026,0.149859
"x38","x49",0.484721,0.46324
"x39","x49",0.375238,0.432903
"x40","x49",0.311593,0.274844
"x41","x49",0.359035,0.438054
"x42","x49",0.123376,0.086789
"x43","x49",0.115827,0.1011
"x44","x49",0.190235,0.240369
"x45","x49",0.065928,0.165658
"x46","x49",0.467518,0.568269
"x47","x49",0.379032,0.544793
"x48","x49",0.563243,0.612474
"x49","x49",1,1
"x50","x49",0.389334,0.423066
"x51","x49",0.23077,0.059856
"x52","x49",0.310488,0.232592
"x1","x50",0.280018,0.353531
"x2","x50",0.355332,0.339566
"x3","x50",0.328304,0.38948
"x4","x50",0.349217,0.284382
"x5","x50",0.121745,0.30564
"x6","x50",0.32588,0.314913
"x7","x50",0.217059,0.218323
"x8","x50",0.258407,0.354359
"x9","x50",0.174023,0.123834
"x10","x50",0.185312,0.16675
"x11","x50",0.157877,0.151236
"x12","x50",0.295809,0.406659
"x13","x50",0.22034,0.374291
"x14","x50",0.135279,0.382732
"x15","x50",0.213628,0.337645
"x16","x50",0.178992,0.254661
"x17","x50",0.296834,0.324037
"x18","x50",0.36838,0.192093
"x19","x50",0.196814,0.34054
"x20","x50",0.189543,0.294414
"x21","x50",0.22415,0.224547
"x22","x50",0.170761,0.173696
"x23","x50",0.084324,0.158041
"x24","x50",0.276801,0.304073
"x25","x50",0.278534,0.260197
"x26","x50",0.268794,0.298093
"x27","x50",0.374051,0.285264
"x28","x50",0.342142,0.296657
"x29","x50",0.389713,0.292141
"x30","x50",0.310459,0.276178
"x31","x50",0.233507,0.255116
"x32","x50",0.28199,0.315529
"x33","x50",0.286674,0.211818
"x34","x50",0.222839,0.185632
"x35","x50",0.317997,0.182513
"x36","x50",0.262403,0.278918
"x37","x50",0.209309,0.327751
"x38","x50",0.365399,0.398854
"x39","x50",0.327138,0.38278
"x40","x50",0.440803,0.399672
"x41","x50",0.377538,0.401652
"x42","x50",0.085772,-0.155054
"x43","x50",0.027128,-0.110073
"x44","x50",0.077712,0.0735
"x45","x50",0.112941,0.117594
"x46","x50",0.224675,0.331387
"x47","x50",0.157898,0.327733
"x48","x50",0.421314,0.437784
"x49","x50",0.389334,0.423066
"x50","x50",1,1
"x51","x50",0.172777,0.173397
"x52","x50",0.245966,0.221176
"x1","x51",0.367813,0.413313
"x2","x51",0.390781,0.425765
"x3","x51",0.362797,0.345153
"x4","x51",0.348024,0.423944
"x5","x51",0.161441,0.2949
"x6","x51",0.280998,0.264464
"x7","x51",0.406515,0.338897
"x8","x51",0.442609,0.264073
"x9","x51",-0.011301,0.159107
"x10","x51",0.161743,0.041827
"x11","x51",0.221623,0.234354
"x12","x51",0.384796,0.44483
"x13","x51",0.364105,0.451066
"x14","x51",0.163248,0.465895
"x15","x51",0.287457,0.154521
"x16","x51",0.278691,0.303365
"x17","x51",0.250985,0.384563
"x18","x51",0.326485,0.429682
"x19","x51",0.106692,0.239479
"x20","x51",0.109422,0.241473
"x21","x51",0.351126,0.230185
"x22","x51",0.448281,0.173564
"x23","x51",0.214306,0.121838
"x24","x51",0.274798,0.185041
"x25","x51",0.471528,0.200956
"x26","x51",0.14703,0.119317
"x27","x51",0.113131,0.068609
"x28","x51",0.095361,0.109615
"x29","x51",0.01675,0.090518
"x30","x51",0.128414,0.174147
"x31","x51",0.094571,0.33769
"x32","x51",0.248668,0.134766
"x33","x51",0.103366,0.139273
"x34","x51",0.153682,0.117174
"x35","x51",0.265324,0.294283
"x36","x51",0.200453,0.183561
"x37","x51",0.200808,0.183978
"x38","x51",0.497701,0.377738
"x39","x51",0.289088,0.158917
"x40","x51",0.260727,0.403864
"x41","x51",0.411092,0.334722
"x42","x51",0.730013,0.425077
"x43","x51",0.66593,0.464413
"x44","x51",0.739861,0.676149
"x45","x51",0.591834,0.711392
"x46","x51",0.479044,0.486579
"x47","x51",0.423269,0.324646
"x48","x51",0.303252,0.147883
"x49","x51",0.23077,0.059856
"x50","x51",0.172777,0.173397
"x51","x51",1,1
"x52","x51",0.85506,0.799301
"x1","x52",0.447393,0.477276
"x2","x52",0.522101,0.463454
"x3","x52",0.46687,0.458252
"x4","x52",0.447515,0.384553
"x5","x52",0.357824,0.329786
"x6","x52",0.351656,0.316234
"x7","x52",0.449816,0.424767
"x8","x52",0.361234,0.327549
"x9","x52",0.15566,0.244044
"x10","x52",0.236936,0.161849
"x11","x52",0.247491,0.274254
"x12","x52",0.44503,0.477234
"x13","x52",0.357144,0.51186
"x14","x52",0.245493,0.54612
"x15","x52",0.360271,0.3244
"x16","x52",0.151451,0.370221
"x17","x52",0.342398,0.410197
"x18","x52",0.320707,0.478554
"x19","x52",0.23245,0.286554
"x20","x52",0.243263,0.268932
"x21","x52",0.364388,0.263086
"x22","x52",0.439882,0.224313
"x23","x52",0.189881,0.271248
"x24","x52",0.292113,0.243887
"x25","x52",0.441439,0.299374
"x26","x52",0.252906,0.20877
"x27","x52",0.264771,0.117359
"x28","x52",0.20116,0.161746
"x29","x52",0.144622,0.184331
"x30","x52",0.265031,0.190773
"x31","x52",0.14929,0.261556
"x32","x52",0.207798,0.171172
"x33","x52",0.238824,0.235163
"x34","x52",0.18561,0.21687
"x35","x52",0.299634,0.270204
"x36","x52",0.208395,0.143922
"x37","x52",0.216786,0.176631
"x38","x52",0.647465,0.506057
"x39","x52",0.436996,0.276559
"x40","x52",0.39275,0.392113
"x41","x52",0.46948,0.477408
"x42","x52",0.647967,0.484451
"x43","x52",0.686636,0.533731
"x44","x52",0.733562,0.619326
"x45","x52",0.477112,0.58162
"x46","x52",0.505395,0.594942
"x47","x52",0.41239,0.461988
"x48","x52",0.377986,0.252859
"x49","x52",0.310488,0.232592
"x50","x52",0.245966,0.221176
"x51","x52",0.85506,0.799301
"x52","x52",1,1
