study,model,k1,k2,Q3,Q3_95,Q3_99,Q3_star,Q3_star_95,Q3_star_99
teicher2015,1,25,22,-0.125746,0.205353,0.238558,-0.111181,0.186545,0.217733
teicher2015,1,25,23,0.020964,0.205353,0.238558,0.035529,0.186545,0.217733
teicher2015,1,25,24,0.189638,0.205353,0.238558,0.204203,0.186545,0.217733
teicher2015,1,26,0,-0.079322,0.205353,0.238558,-0.064757,0.186545,0.217733
teicher2015,1,26,1,0.001415,0.205353,0.238558,0.015981,0.186545,0.217733
teicher2015,1,26,2,-0.120678,0.205353,0.238558,-0.106113,0.186545,0.217733
teicher2015,1,26,3,0.001743,0.205353,0.238558,0.016309,0.186545,0.217733
teicher2015,1,26,4,-0.033842,0.205353,0.238558,-0.019277,0.186545,0.217733
teicher2015,1,26,5,-0.027511,0.205353,0.238558,-0.012945,0.186545,0.217733
teicher2015,1,26,6,-0.07754,0.205353,0.238558,-0.062975,0.186545,0.217733
teicher2015,1,26,7,-0.027439,0.205353,0.238558,-0.012874,0.186545,0.217733
teicher2015,1,26,8,-0.000797,0.205353,0.238558,0.013769,0.186545,0.217733
teicher2015,1,26,9,-0.06073,0.205353,0.238558,-0.046165,0.186545,0.217733
teicher2015,1,26,10,-0.052798,0.205353,0.238558,-0.038233,0.186545,0.217733
teicher2015,1,26,11,-0.032326,0.205353,0.238558,-0.017761,0.186545,0.217733
teicher2015,1,26,12,0.02823,0.205353,0.238558,0.042795,0.186545,0.217733
teicher2015,1,26,13,-0.081859,0.205353,0.238558,-0.067294,0.186545,0.217733
teicher2015,1,26,14,-0.104917,0.205353,0.238558,-0.090351,0.186545,0.217733
teicher2015,1,26,15,-0.088552,0.205353,0.238558,-0.073987,0.186545,0.217733
teicher2015,1,26,16,-0.071864,0.205353,0.238558,-0.057298,0.186545,0.217733
teicher2015,1,26,17,-0.050544,0.205353,0.238558,-0.035979,0.186545,0.217733
teicher2015,1,26,18,-0.043526,0.205353,0.238558,-0.028961,0.186545,0.217733
teicher2015,1,26,19,-0.049734,0.205353,0.238558,-0.035168,0.186545,0.217733
teicher2015,1,26,20,-0.011024,0.205353,0.238558,0.003542,0.186545,0.217733
teicher2015,1,26,21,-0.079586,0.205353,0.238558,-0.065021,0.186545,0.217733
teicher2015,1,26,22,-0.041905,0.205353,0.238558,-0.02734,0.186545,0.217733
teicher2015,1,26,23,-0.003383,0.205353,0.238558,0.011182,0.186545,0.217733
teicher2015,1,26,24,0.002193,0.205353,0.238558,0.016758,0.186545,0.217733
teicher2015,1,26,25,0.000333,0.205353,0.238558,0.014899,0.186545,0.217733
teicher2015,1,27,0,-0.112442,0.205353,0.238558,-0.097877,0.186545,0.217733
teicher2015,1,27,1,-0.08203,0.205353,0.238558,-0.067465,0.186545,0.217733
teicher2015,1,27,2,-0.082912,0.205353,0.238558,-0.068346,0.186545,0.217733
teicher2015,1,27,3,0.008975,0.205353,0.238558,0.023541,0.186545,0.217733
teicher2015,1,27,4,-0.038124,0.205353,0.238558,-0.023559,0.186545,0.217733
teicher2015,1,27,5,-0.134433,0.205353,0.238558,-0.119867,0.186545,0.217733
teicher2015,1,27,6,-0.064357,0.205353,0.238558,-0.049792,0.186545,0.217733
teicher2015,1,27,7,0.023183,0.205353,0.238558,0.037748,0.186545,0.217733
teicher2015,1,27,8,0.012905,0.205353,0.238558,0.027471,0.186545,0.217733
teicher2015,1,27,9,-0.163573,0.205353,0.238558,-0.149008,0.186545,0.217733
teicher2015,1,27,10,0.011718,0.205353,0.238558,0.026283,0.186545,0.217733
teicher2015,1,27,11,-0.026851,0.205353,0.238558,-0.012286,0.186545,0.217733
teicher2015,1,27,12,-0.068821,0.205353,0.238558,-0.054255,0.186545,0.217733
teicher2015,1,27,13,-0.029411,0.205353,0.238558,-0.014845,0.186545,0.217733
teicher2015,1,27,14,-0.08283,0.205353,0.238558,-0.068264,0.186545,0.217733
teicher2015,1,27,15,-0.08377,0.205353,0.238558,-0.069204,0.186545,0.217733
teicher2015,1,27,16,-0.108734,0.205353,0.238558,-0.094169,0.186545,0.217733
teicher2015,1,27,17,-0.080811,0.205353,0.238558,-0.066245,0.186545,0.217733
teicher2015,1,27,18,-0.044761,0.205353,0.238558,-0.030196,0.186545,0.217733
teicher2015,1,27,19,-0.102417,0.205353,0.238558,-0.087851,0.186545,0.217733
teicher2015,1,27,20,-0.098809,0.205353,0.238558,-0.084244,0.186545,0.217733
teicher2015,1,27,21,-0.084242,0.205353,0.238558,-0.069677,0.186545,0.217733
teicher2015,1,27,22,-0.122172,0.205353,0.238558,-0.107607,0.186545,0.217733
teicher2015,1,27,23,-0.024579,0.205353,0.238558,-0.010014,0.186545,0.217733
teicher2015,1,27,24,0.123863,0.205353,0.238558,0.138428,0.186545,0.217733
teicher2015,1,27,25,0.148533,0.205353,0.238558,0.163099,0.186545,0.217733
teicher2015,1,27,26,0.116605,0.205353,0.238558,0.13117,0.186545,0.217733
teicher2015,1,28,0,0.011949,0.205353,0.238558,0.026514,0.186545,0.217733
teicher2015,1,28,1,-0.022851,0.205353,0.238558,-0.008286,0.186545,0.217733
teicher2015,1,28,2,0.017213,0.205353,0.238558,0.031778,0.186545,0.217733
teicher2015,1,28,3,-0.009944,0.205353,0.238558,0.004621,0.186545,0.217733
teicher2015,1,28,4,0.022149,0.205353,0.238558,0.036714,0.186545,0.217733
teicher2015,1,28,5,-0.045838,0.205353,0.238558,-0.031273,0.186545,0.217733
teicher2015,1,28,6,0.028796,0.205353,0.238558,0.043361,0.186545,0.217733
teicher2015,1,28,7,0.004393,0.205353,0.238558,0.018958,0.186545,0.217733
teicher2015,1,28,8,0.020388,0.205353,0.238558,0.034953,0.186545,0.217733
teicher2015,1,28,9,-0.018174,0.205353,0.238558,-0.003609,0.186545,0.217733
teicher2015,1,28,10,-0.051746,0.205353,0.238558,-0.03718,0.186545,0.217733
teicher2015,1,28,11,-0.04439,0.205353,0.238558,-0.029825,0.186545,0.217733
teicher2015,1,28,12,-0.041509,0.205353,0.238558,-0.026944,0.186545,0.217733
teicher2015,1,28,13,0.00492,0.205353,0.238558,0.019485,0.186545,0.217733
teicher2015,1,28,14,-0.041215,0.205353,0.238558,-0.026649,0.186545,0.217733
teicher2015,1,28,15,0.003253,0.205353,0.238558,0.017819,0.186545,0.217733
teicher2015,1,28,16,-0.028008,0.205353,0.238558,-0.013443,0.186545,0.217733
teicher2015,1,28,17,-0.028501,0.205353,0.238558,-0.013936,0.186545,0.217733
teicher2015,1,28,18,-0.016258,0.205353,0.238558,-0.001693,0.186545,0.217733
teicher2015,1,28,19,0.031253,0.205353,0.238558,0.045819,0.186545,0.217733
teicher2015,1,28,20,-0.014192,0.205353,0.238558,0.000373,0.186545,0.217733
teicher2015,1,28,21,-0.042843,0.205353,0.238558,-0.028278,0.186545,0.217733
teicher2015,1,28,22,0.012128,0.205353,0.238558,0.026694,0.186545,0.217733
teicher2015,1,28,23,-0.00526,0.205353,0.238558,0.009306,0.186545,0.217733
teicher2015,1,28,24,-0.055298,0.205353,0.238558,-0.040733,0.186545,0.217733
teicher2015,1,28,25,-0.064095,0.205353,0.238558,-0.049529,0.186545,0.217733
teicher2015,1,28,26,-0.047171,0.205353,0.238558,-0.032605,0.186545,0.217733
teicher2015,1,28,27,-0.015106,0.205353,0.238558,-0.00054,0.186545,0.217733
teicher2015,1,29,0,-0.01229,0.205353,0.238558,0.002275,0.186545,0.217733
teicher2015,1,29,1,-0.044977,0.205353,0.238558,-0.030412,0.186545,0.217733
teicher2015,1,29,2,0.025038,0.205353,0.238558,0.039604,0.186545,0.217733
teicher2015,1,29,3,0.060664,0.205353,0.238558,0.07523,0.186545,0.217733
teicher2015,1,29,4,0.02825,0.205353,0.238558,0.042815,0.186545,0.217733
teicher2015,1,29,5,-0.036315,0.205353,0.238558,-0.02175,0.186545,0.217733
teicher2015,1,29,6,-0.04455,0.205353,0.238558,-0.029984,0.186545,0.217733
teicher2015,1,29,7,-0.012803,0.205353,0.238558,0.001762,0.186545,0.217733
teicher2015,1,29,8,0.082077,0.205353,0.238558,0.096642,0.186545,0.217733
teicher2015,1,29,9,-0.076767,0.205353,0.238558,-0.062202,0.186545,0.217733
teicher2015,1,29,10,-0.037897,0.205353,0.238558,-0.023331,0.186545,0.217733
teicher2015,1,29,11,-0.009938,0.205353,0.238558,0.004627,0.186545,0.217733
teicher2015,1,29,12,-0.035184,0.205353,0.238558,-0.020619,0.186545,0.217733
teicher2015,1,29,13,-0.054482,0.205353,0.238558,-0.039917,0.186545,0.217733
teicher2015,1,29,14,-0.091971,0.205353,0.238558,-0.077405,0.186545,0.217733
teicher2015,1,29,15,-0.055966,0.205353,0.238558,-0.041401,0.186545,0.217733
teicher2015,1,29,16,-0.087414,0.205353,0.238558,-0.072849,0.186545,0.217733
teicher2015,1,29,17,-0.034755,0.205353,0.238558,-0.02019,0.186545,0.217733
teicher2015,1,29,18,-0.057126,0.205353,0.238558,-0.04256,0.186545,0.217733
teicher2015,1,29,19,0.022125,0.205353,0.238558,0.03669,0.186545,0.217733
teicher2015,1,29,20,-0.048187,0.205353,0.238558,-0.033622,0.186545,0.217733
teicher2015,1,29,21,-0.057787,0.205353,0.238558,-0.043221,0.186545,0.217733
teicher2015,1,29,22,0.0206,0.205353,0.238558,0.035165,0.186545,0.217733
teicher2015,1,29,23,-0.022976,0.205353,0.238558,-0.008411,0.186545,0.217733
teicher2015,1,29,24,-0.017619,0.205353,0.238558,-0.003054,0.186545,0.217733
teicher2015,1,29,25,-0.047056,0.205353,0.238558,-0.03249,0.186545,0.217733
teicher2015,1,29,26,0.013508,0.205353,0.238558,0.028073,0.186545,0.217733
teicher2015,1,29,27,0.007937,0.205353,0.238558,0.022503,0.186545,0.217733
teicher2015,1,29,28,0.373788,0.205353,0.238558,0.388354,0.186545,0.217733
teicher2015,1,30,0,-0.07042,0.205353,0.238558,-0.055855,0.186545,0.217733
teicher2015,1,30,1,-0.029165,0.205353,0.238558,-0.014599,0.186545,0.217733
teicher2015,1,30,2,-0.044173,0.205353,0.238558,-0.029608,0.186545,0.217733
teicher2015,1,30,3,0.013893,0.205353,0.238558,0.028459,0.186545,0.217733
teicher2015,1,30,4,-0.044975,0.205353,0.238558,-0.03041,0.186545,0.217733
teicher2015,1,30,5,0.010975,0.205353,0.238558,0.025541,0.186545,0.217733
teicher2015,1,30,6,-0.001982,0.205353,0.238558,0.012583,0.186545,0.217733
teicher2015,1,30,7,0.009723,0.205353,0.238558,0.024289,0.186545,0.217733
teicher2015,1,30,8,-0.046444,0.205353,0.238558,-0.031879,0.186545,0.217733
teicher2015,1,30,9,-0.054845,0.205353,0.238558,-0.040279,0.186545,0.217733
teicher2015,1,30,10,0.006469,0.205353,0.238558,0.021034,0.186545,0.217733
teicher2015,1,30,11,0.085921,0.205353,0.238558,0.100486,0.186545,0.217733
teicher2015,1,30,12,0.006357,0.205353,0.238558,0.020923,0.186545,0.217733
teicher2015,1,30,13,-0.049245,0.205353,0.238558,-0.03468,0.186545,0.217733
teicher2015,1,30,14,-0.054035,0.205353,0.238558,-0.03947,0.186545,0.217733
teicher2015,1,30,15,-0.075806,0.205353,0.238558,-0.061241,0.186545,0.217733
teicher2015,1,30,16,-0.085383,0.205353,0.238558,-0.070817,0.186545,0.217733
teicher2015,1,30,17,-0.090043,0.205353,0.238558,-0.075477,0.186545,0.217733
teicher2015,1,30,18,-0.054771,0.205353,0.238558,-0.040206,0.186545,0.217733
teicher2015,1,30,19,-0.051347,0.205353,0.238558,-0.036782,0.186545,0.217733
teicher2015,1,30,20,-0.00981,0.205353,0.238558,0.004755,0.186545,0.217733
teicher2015,1,30,21,-0.027128,0.205353,0.238558,-0.012563,0.186545,0.217733
teicher2015,1,30,22,-0.044748,0.205353,0.238558,-0.030182,0.186545,0.217733
teicher2015,1,30,23,-0.013458,0.205353,0.238558,0.001107,0.186545,0.217733
teicher2015,1,30,24,0.01837,0.205353,0.238558,0.032936,0.186545,0.217733
teicher2015,1,30,25,-0.04043,0.205353,0.238558,-0.025864,0.186545,0.217733
teicher2015,1,30,26,-0.018024,0.205353,0.238558,-0.003458,0.186545,0.217733
teicher2015,1,30,27,-0.029407,0.205353,0.238558,-0.014842,0.186545,0.217733
teicher2015,1,30,28,0.110513,0.205353,0.238558,0.125078,0.186545,0.217733
teicher2015,1,30,29,0.3369,0.205353,0.238558,0.351465,0.186545,0.217733
teicher2015,1,31,0,0.023541,0.205353,0.238558,0.038106,0.186545,0.217733
teicher2015,1,31,1,-0.003769,0.205353,0.238558,0.010796,0.186545,0.217733
teicher2015,1,31,2,0.008027,0.205353,0.238558,0.022592,0.186545,0.217733
teicher2015,1,31,3,-0.002863,0.205353,0.238558,0.011702,0.186545,0.217733
teicher2015,1,31,4,0.048839,0.205353,0.238558,0.063404,0.186545,0.217733
teicher2015,1,31,5,0.004347,0.205353,0.238558,0.018913,0.186545,0.217733
teicher2015,1,31,6,-0.001202,0.205353,0.238558,0.013363,0.186545,0.217733
teicher2015,1,31,7,-0.016393,0.205353,0.238558,-0.001828,0.186545,0.217733
teicher2015,1,31,8,-0.018534,0.205353,0.238558,-0.003969,0.186545,0.217733
teicher2015,1,31,9,-0.010911,0.205353,0.238558,0.003654,0.186545,0.217733
teicher2015,1,31,10,-0.071892,0.205353,0.238558,-0.057327,0.186545,0.217733
teicher2015,1,31,11,-0.036917,0.205353,0.238558,-0.022351,0.186545,0.217733
teicher2015,1,31,12,-0.043755,0.205353,0.238558,-0.02919,0.186545,0.217733
teicher2015,1,31,13,-0.062095,0.205353,0.238558,-0.04753,0.186545,0.217733
teicher2015,1,31,14,-0.085967,0.205353,0.238558,-0.071402,0.186545,0.217733
teicher2015,1,31,15,-0.066527,0.205353,0.238558,-0.051961,0.186545,0.217733
teicher2015,1,31,16,-0.045627,0.205353,0.238558,-0.031062,0.186545,0.217733
teicher2015,1,31,17,-0.096187,0.205353,0.238558,-0.081622,0.186545,0.217733
teicher2015,1,31,18,-0.049572,0.205353,0.238558,-0.035006,0.186545,0.217733
teicher2015,1,31,19,-0.089249,0.205353,0.238558,-0.074684,0.186545,0.217733
teicher2015,1,31,20,-0.036665,0.205353,0.238558,-0.022099,0.186545,0.217733
teicher2015,1,31,21,-0.076422,0.205353,0.238558,-0.061857,0.186545,0.217733
teicher2015,1,31,22,-0.061,0.205353,0.238558,-0.046434,0.186545,0.217733
teicher2015,1,31,23,-0.059937,0.205353,0.238558,-0.045371,0.186545,0.217733
teicher2015,1,31,24,-0.052497,0.205353,0.238558,-0.037931,0.186545,0.217733
teicher2015,1,31,25,-0.06928,0.205353,0.238558,-0.054715,0.186545,0.217733
teicher2015,1,31,26,-0.006303,0.205353,0.238558,0.008262,0.186545,0.217733
teicher2015,1,31,27,-0.019964,0.205353,0.238558,-0.005398,0.186545,0.217733
teicher2015,1,31,28,0.230767,0.205353,0.238558,0.245332,0.186545,0.217733
teicher2015,1,31,29,0.246302,0.205353,0.238558,0.260867,0.186545,0.217733
teicher2015,1,31,30,0.523626,0.205353,0.238558,0.538191,0.186545,0.217733
teicher2015,1,32,0,-0.063444,0.205353,0.238558,-0.048879,0.186545,0.217733
teicher2015,1,32,1,-0.035588,0.205353,0.238558,-0.021022,0.186545,0.217733
teicher2015,1,32,2,-0.083976,0.205353,0.238558,-0.069411,0.186545,0.217733
teicher2015,1,32,3,-0.043295,0.205353,0.238558,-0.02873,0.186545,0.217733
teicher2015,1,32,4,-0.106339,0.205353,0.238558,-0.091773,0.186545,0.217733
teicher2015,1,32,5,-0.057283,0.205353,0.238558,-0.042718,0.186545,0.217733
teicher2015,1,32,6,-0.031937,0.205353,0.238558,-0.017371,0.186545,0.217733
teicher2015,1,32,7,-0.034897,0.205353,0.238558,-0.020331,0.186545,0.217733
teicher2015,1,32,8,0.029407,0.205353,0.238558,0.043973,0.186545,0.217733
teicher2015,1,32,9,-0.135533,0.205353,0.238558,-0.120968,0.186545,0.217733
teicher2015,1,32,10,0.023793,0.205353,0.238558,0.038358,0.186545,0.217733
teicher2015,1,32,11,0.015887,0.205353,0.238558,0.030453,0.186545,0.217733
teicher2015,1,32,12,0.037188,0.205353,0.238558,0.051753,0.186545,0.217733
teicher2015,1,32,13,-0.136728,0.205353,0.238558,-0.122162,0.186545,0.217733
teicher2015,1,32,14,-0.076686,0.205353,0.238558,-0.062121,0.186545,0.217733
teicher2015,1,32,15,-0.055604,0.205353,0.238558,-0.041039,0.186545,0.217733
teicher2015,1,32,16,-0.018678,0.205353,0.238558,-0.004112,0.186545,0.217733
teicher2015,1,32,17,-0.099144,0.205353,0.238558,-0.084578,0.186545,0.217733
teicher2015,1,32,18,-0.029191,0.205353,0.238558,-0.014625,0.186545,0.217733
teicher2015,1,32,19,-0.050858,0.205353,0.238558,-0.036292,0.186545,0.217733
teicher2015,1,32,20,-0.020284,0.205353,0.238558,-0.005719,0.186545,0.217733
teicher2015,1,32,21,-0.040565,0.205353,0.238558,-0.025999,0.186545,0.217733
teicher2015,1,32,22,-0.02825,0.205353,0.238558,-0.013684,0.186545,0.217733
teicher2015,1,32,23,-0.021914,0.205353,0.238558,-0.007349,0.186545,0.217733
teicher2015,1,32,24,0.043256,0.205353,0.238558,0.057822,0.186545,0.217733
teicher2015,1,32,25,-0.011652,0.205353,0.238558,0.002914,0.186545,0.217733
teicher2015,1,32,26,-0.05183,0.205353,0.238558,-0.037264,0.186545,0.217733
teicher2015,1,32,27,0.026569,0.205353,0.238558,0.041135,0.186545,0.217733
teicher2015,1,32,28,-0.022849,0.205353,0.238558,-0.008283,0.186545,0.217733
teicher2015,1,32,29,0.016112,0.205353,0.238558,0.030677,0.186545,0.217733
teicher2015,1,32,30,0.158452,0.205353,0.238558,0.173018,0.186545,0.217733
teicher2015,1,32,31,0.03725,0.205353,0.238558,0.051816,0.186545,0.217733
teicher2015,1,33,0,-0.05165,0.205353,0.238558,-0.037085,0.186545,0.217733
teicher2015,1,33,1,-0.086323,0.205353,0.238558,-0.071758,0.186545,0.217733
teicher2015,1,33,2,0.009185,0.205353,0.238558,0.02375,0.186545,0.217733
teicher2015,1,33,3,-0.031589,0.205353,0.238558,-0.017024,0.186545,0.217733
teicher2015,1,33,4,-0.028977,0.205353,0.238558,-0.014412,0.186545,0.217733
teicher2015,1,33,5,-0.009107,0.205353,0.238558,0.005459,0.186545,0.217733
teicher2015,1,33,6,-0.024073,0.205353,0.238558,-0.009508,0.186545,0.217733
teicher2015,1,33,7,-0.07829,0.205353,0.238558,-0.063725,0.186545,0.217733
teicher2015,1,33,8,-0.121883,0.205353,0.238558,-0.107318,0.186545,0.217733
teicher2015,1,33,9,-0.045407,0.205353,0.238558,-0.030842,0.186545,0.217733
teicher2015,1,33,10,-0.132307,0.205353,0.238558,-0.117742,0.186545,0.217733
teicher2015,1,33,11,-0.07912,0.205353,0.238558,-0.064554,0.186545,0.217733
teicher2015,1,33,12,0.04531,0.205353,0.238558,0.059875,0.186545,0.217733
teicher2015,1,33,13,-0.108905,0.205353,0.238558,-0.09434,0.186545,0.217733
teicher2015,1,33,14,-0.128244,0.205353,0.238558,-0.113679,0.186545,0.217733
teicher2015,1,33,15,0.021504,0.205353,0.238558,0.036069,0.186545,0.217733
teicher2015,1,33,16,0.02983,0.205353,0.238558,0.044395,0.186545,0.217733
teicher2015,1,33,17,-0.018076,0.205353,0.238558,-0.003511,0.186545,0.217733
teicher2015,1,33,18,-0.014096,0.205353,0.238558,0.000469,0.186545,0.217733
teicher2015,1,33,19,-0.063361,0.205353,0.238558,-0.048795,0.186545,0.217733
teicher2015,1,33,20,0.010553,0.205353,0.238558,0.025118,0.186545,0.217733
teicher2015,1,33,21,-0.03021,0.205353,0.238558,-0.015644,0.186545,0.217733
teicher2015,1,33,22,0.026466,0.205353,0.238558,0.041032,0.186545,0.217733
teicher2015,1,33,23,-0.049721,0.205353,0.238558,-0.035156,0.186545,0.217733
teicher2015,1,33,24,-0.03792,0.205353,0.238558,-0.023354,0.186545,0.217733
teicher2015,1,33,25,-0.070837,0.205353,0.238558,-0.056271,0.186545,0.217733
teicher2015,1,33,26,-0.015984,0.205353,0.238558,-0.001419,0.186545,0.217733
teicher2015,1,33,27,-0.052906,0.205353,0.238558,-0.03834,0.186545,0.217733
teicher2015,1,33,28,0.010318,0.205353,0.238558,0.024884,0.186545,0.217733
teicher2015,1,33,29,-0.001728,0.205353,0.238558,0.012837,0.186545,0.217733
teicher2015,1,33,30,-0.003372,0.205353,0.238558,0.011194,0.186545,0.217733
teicher2015,1,33,31,0.000469,0.205353,0.238558,0.015034,0.186545,0.217733
teicher2015,1,33,32,0.372619,0.205353,0.238558,0.387184,0.186545,0.217733
teicher2015,1,34,0,-0.107488,0.205353,0.238558,-0.092923,0.186545,0.217733
teicher2015,1,34,1,-0.090802,0.205353,0.238558,-0.076237,0.186545,0.217733
teicher2015,1,34,2,-0.101154,0.205353,0.238558,-0.086589,0.186545,0.217733
teicher2015,1,34,3,0.023648,0.205353,0.238558,0.038213,0.186545,0.217733
teicher2015,1,34,4,0.010793,0.205353,0.238558,0.025359,0.186545,0.217733
teicher2015,1,34,5,-0.137128,0.205353,0.238558,-0.122562,0.186545,0.217733
teicher2015,1,34,6,-0.013461,0.205353,0.238558,0.001104,0.186545,0.217733
teicher2015,1,34,7,-0.032691,0.205353,0.238558,-0.018126,0.186545,0.217733
teicher2015,1,34,8,-0.009511,0.205353,0.238558,0.005055,0.186545,0.217733
teicher2015,1,34,9,-0.065576,0.205353,0.238558,-0.051011,0.186545,0.217733
teicher2015,1,34,10,-0.013042,0.205353,0.238558,0.001524,0.186545,0.217733
teicher2015,1,34,11,-0.022302,0.205353,0.238558,-0.007737,0.186545,0.217733
teicher2015,1,34,12,-0.000961,0.205353,0.238558,0.013605,0.186545,0.217733
teicher2015,1,34,13,0.001777,0.205353,0.238558,0.016343,0.186545,0.217733
teicher2015,1,34,14,-0.010825,0.205353,0.238558,0.00374,0.186545,0.217733
teicher2015,1,34,15,-0.056789,0.205353,0.238558,-0.042224,0.186545,0.217733
teicher2015,1,34,16,-0.081763,0.205353,0.238558,-0.067198,0.186545,0.217733
teicher2015,1,34,17,-0.119935,0.205353,0.238558,-0.10537,0.186545,0.217733
teicher2015,1,34,18,-0.083523,0.205353,0.238558,-0.068958,0.186545,0.217733
teicher2015,1,34,19,-0.036693,0.205353,0.238558,-0.022127,0.186545,0.217733
teicher2015,1,34,20,-0.017576,0.205353,0.238558,-0.003011,0.186545,0.217733
teicher2015,1,34,21,-0.036071,0.205353,0.238558,-0.021505,0.186545,0.217733
teicher2015,1,34,22,-0.065433,0.205353,0.238558,-0.050867,0.186545,0.217733
teicher2015,1,34,23,0.016389,0.205353,0.238558,0.030954,0.186545,0.217733
teicher2015,1,34,24,0.120869,0.205353,0.238558,0.135434,0.186545,0.217733
teicher2015,1,34,25,0.090686,0.205353,0.238558,0.105251,0.186545,0.217733
teicher2015,1,34,26,-0.075176,0.205353,0.238558,-0.060611,0.186545,0.217733
teicher2015,1,34,27,-0.005973,0.205353,0.238558,0.008592,0.186545,0.217733
teicher2015,1,34,28,-0.008265,0.205353,0.238558,0.006301,0.186545,0.217733
teicher2015,1,34,29,-0.034111,0.205353,0.238558,-0.019546,0.186545,0.217733
teicher2015,1,34,30,-0.010871,0.205353,0.238558,0.003695,0.186545,0.217733
teicher2015,1,34,31,-0.06786,0.205353,0.238558,-0.053295,0.186545,0.217733
teicher2015,1,34,32,0.051908,0.205353,0.238558,0.066473,0.186545,0.217733
teicher2015,1,34,33,0.069225,0.205353,0.238558,0.08379,0.186545,0.217733
teicher2015,1,35,0,-0.144721,0.205353,0.238558,-0.130156,0.186545,0.217733
teicher2015,1,35,1,-0.14171,0.205353,0.238558,-0.127145,0.186545,0.217733
teicher2015,1,35,2,-0.035143,0.205353,0.238558,-0.020578,0.186545,0.217733
teicher2015,1,35,3,0.039548,0.205353,0.238558,0.054113,0.186545,0.217733
teicher2015,1,35,4,-0.030712,0.205353,0.238558,-0.016147,0.186545,0.217733
teicher2015,1,35,5,-0.100842,0.205353,0.238558,-0.086276,0.186545,0.217733
teicher2015,1,35,6,-0.006194,0.205353,0.238558,0.008371,0.186545,0.217733
teicher2015,1,35,7,-0.015317,0.205353,0.238558,-0.000752,0.186545,0.217733
teicher2015,1,35,8,0.006215,0.205353,0.238558,0.02078,0.186545,0.217733
