k1,k2,sk,pval
40.0,7.0,0.775238,0.569
40.0,8.0,0.494286,0.2035
40.0,9.0,0.689524,0.37225
40.0,10.0,0.731429,0.76175
40.0,11.0,0.779048,0.59225
40.0,12.0,0.772381,0.54775
40.0,13.0,0.764762,0.44325
40.0,14.0,0.701671,0.01375
40.0,15.0,0.785203,0.85325
40.0,16.0,0.78043,0.83275
40.0,17.0,0.775656,0.78775
40.0,18.0,0.744519,0.24825
40.0,19.0,0.755958,0.447
40.0,20.0,0.759048,0.334
40.0,21.0,0.769524,0.58875
40.0,22.0,0.771429,0.67575
40.0,23.0,0.753333,0.202
40.0,24.0,0.767619,0.5685
40.0,25.0,0.537655,0.466
40.0,26.0,0.486177,0.2885
40.0,27.0,0.584366,0.44525
40.0,28.0,0.586273,0.71075
40.0,29.0,0.699714,0.23175
40.0,30.0,0.752145,0.2985
40.0,31.0,0.737846,0.28675
40.0,32.0,0.638704,0.053
40.0,33.0,0.714013,0.07925
40.0,34.0,0.754051,0.4305
40.0,35.0,0.741468,0.4195
40.0,36.0,0.738636,0.469
40.0,37.0,0.785714,0.9945
40.0,38.0,0.753346,0.998
40.0,39.0,0.705714,0.992
41.0,0.0,0.693333,0.63975
41.0,1.0,0.592381,0.53925
41.0,2.0,0.700952,0.6425
41.0,3.0,0.848571,0.56
41.0,4.0,0.948571,0.67075
41.0,5.0,0.682207,0.38825
41.0,6.0,0.838249,0.61125
41.0,7.0,0.94862,0.60425
41.0,8.0,0.377735,0.65175
41.0,9.0,0.75452,0.4205
41.0,10.0,0.748811,0.585
41.0,11.0,0.942912,0.65275
41.0,12.0,0.953378,0.68775
41.0,13.0,0.966698,0.78525
41.0,14.0,0.731824,0.50975
41.0,15.0,0.953516,0.36625
41.0,16.0,0.9559,0.36475
41.0,17.0,0.963051,0.399
41.0,18.0,0.878095,0.4895
41.0,19.0,0.942857,0.52175
41.0,20.0,0.867745,0.68375
41.0,21.0,0.9353,0.6775
41.0,22.0,0.954329,0.66875
41.0,23.0,0.886775,0.49625
41.0,24.0,0.956232,0.63525
41.0,25.0,0.417143,0.59275
41.0,26.0,0.358095,0.487
41.0,27.0,0.518095,0.502
41.0,28.0,0.532381,0.52575
41.0,29.0,0.77619,0.6595
41.0,30.0,0.919048,0.57375
41.0,31.0,0.871429,0.46975
41.0,32.0,0.672381,0.601
41.0,33.0,0.870476,0.6375
41.0,34.0,0.948571,0.7335
41.0,35.0,0.897727,0.5035
41.0,36.0,0.886481,0.571
41.0,37.0,0.76784,0.3675
41.0,38.0,0.6826,0.3585
41.0,39.0,0.560952,0.42325
41.0,40.0,0.752381,0.529
42.0,0.0,0.69619,0.583
42.0,1.0,0.599048,0.45075
42.0,2.0,0.707619,0.68075
42.0,3.0,0.849524,0.806
42.0,4.0,0.932381,0.70425
42.0,5.0,0.686965,0.418
42.0,6.0,0.835395,0.699
42.0,7.0,0.930542,0.52125
42.0,8.0,0.378687,0.281
42.0,9.0,0.745956,0.37675
42.0,10.0,0.749762,0.7005
42.0,11.0,0.926736,0.62675
42.0,12.0,0.941009,0.83975
42.0,13.0,0.94862,0.7705
42.0,14.0,0.722288,0.29975
42.0,15.0,0.939213,0.568
42.0,16.0,0.941597,0.601
42.0,17.0,0.948749,0.672
42.0,18.0,0.865714,0.49625
42.0,19.0,0.924762,0.54075
42.0,20.0,0.85157,0.482
42.0,21.0,0.917222,0.5925
42.0,22.0,0.936251,0.65775
42.0,23.0,0.868696,0.3065
42.0,24.0,0.934348,0.45375
42.0,25.0,0.42,0.3735
42.0,26.0,0.360952,0.2175
42.0,27.0,0.522857,0.47925
42.0,28.0,0.529524,0.378
42.0,29.0,0.771429,0.69825
42.0,30.0,0.900952,0.46575
42.0,31.0,0.857143,0.4115
42.0,32.0,0.675238,0.68575
42.0,33.0,0.858095,0.658
42.0,34.0,0.932381,0.78275
42.0,35.0,0.880165,0.43025
42.0,36.0,0.873065,0.63225
42.0,37.0,0.768792,0.402
42.0,38.0,0.683556,0.34325
42.0,39.0,0.577143,0.5945
42.0,40.0,0.755238,0.62225
42.0,41.0,0.959087,0.893
43.0,0.0,0.7,0.40375
43.0,1.0,0.606667,0.51175
43.0,2.0,0.709524,0.48975
43.0,3.0,0.859048,0.6955
43.0,4.0,0.94381,0.58575
43.0,5.0,0.705994,0.6625
43.0,6.0,0.846813,0.57975
43.0,7.0,0.949572,0.66725
43.0,8.0,0.384396,0.515
43.0,9.0,0.76118,0.50775
43.0,10.0,0.76118,0.70925
43.0,11.0,0.945766,0.7485
43.0,12.0,0.950523,0.63475
43.0,13.0,0.961941,0.73875
43.0,14.0,0.738975,0.44275
43.0,15.0,0.9559,0.53975
43.0,16.0,0.960667,0.72725
43.0,17.0,0.967819,0.8345
43.0,18.0,0.884762,0.6605
43.0,19.0,0.94381,0.76075
43.0,20.0,0.868696,0.62425
43.0,21.0,0.934348,0.7575
43.0,22.0,0.951475,0.7435
43.0,23.0,0.889629,0.56025
43.0,24.0,0.949572,0.509
43.0,25.0,0.418095,0.3495
43.0,26.0,0.360952,0.291
43.0,27.0,0.519048,0.334
43.0,28.0,0.535238,0.46475
43.0,29.0,0.773333,0.5095
43.0,30.0,0.92,0.66975
43.0,31.0,0.87619,0.62225
43.0,32.0,0.673333,0.497
43.0,33.0,0.867619,0.60275
43.0,34.0,0.945714,0.80725
43.0,35.0,0.899793,0.71525
43.0,36.0,0.886481,0.67325
43.0,37.0,0.785918,0.6565
43.0,38.0,0.695029,0.44475
43.0,39.0,0.577143,0.4995
43.0,40.0,0.762857,0.52175
43.0,41.0,0.955281,0.81775
43.0,42.0,0.954329,0.99625
44.0,0.0,0.70381,0.65725
44.0,1.0,0.602857,0.5775
44.0,2.0,0.709524,0.61575
44.0,3.0,0.857143,0.61475
44.0,4.0,0.953333,0.78175
44.0,5.0,0.698382,0.56825
44.0,6.0,0.848716,0.66625
44.0,7.0,0.955281,0.731
44.0,8.0,0.378687,0.5045
44.0,9.0,0.763083,0.529
44.0,10.0,0.76118,0.72975
44.0,11.0,0.947669,0.67175
44.0,12.0,0.956232,0.69275
44.0,13.0,0.96765,0.75675
44.0,14.0,0.742551,0.5765
44.0,15.0,0.964243,0.69875
44.0,16.0,0.964243,0.62525
44.0,17.0,0.971395,0.72875
44.0,18.0,0.882857,0.505
44.0,19.0,0.945714,0.5945
44.0,20.0,0.868696,0.55575
44.0,21.0,0.938154,0.722
44.0,22.0,0.955281,0.677
44.0,23.0,0.889629,0.45425
44.0,24.0,0.955281,0.518
44.0,25.0,0.414286,0.38475
44.0,26.0,0.360952,0.438
44.0,27.0,0.515238,0.33325
44.0,28.0,0.533333,0.47175
44.0,29.0,0.769524,0.39475
44.0,30.0,0.921905,0.586
44.0,31.0,0.874286,0.46425
44.0,32.0,0.669524,0.42575
44.0,33.0,0.867619,0.47125
44.0,34.0,0.949524,0.746
44.0,35.0,0.899793,0.51925
44.0,36.0,0.886481,0.48925
44.0,37.0,0.776403,0.45525
44.0,38.0,0.689293,0.36825
44.0,39.0,0.573333,0.53575
44.0,40.0,0.760952,0.537
44.0,41.0,0.966698,0.95125
44.0,42.0,0.952426,0.9655
44.0,43.0,0.977165,0.97675
45.0,0.0,0.722857,0.4515
45.0,1.0,0.633333,0.5615
45.0,2.0,0.726667,0.30725
45.0,3.0,0.855238,0.511
45.0,4.0,0.922857,0.381
45.0,5.0,0.711703,0.30025
45.0,6.0,0.848716,0.3445
45.0,7.0,0.936251,0.64425
45.0,8.0,0.401522,0.37875
45.0,9.0,0.76118,0.53875
45.0,10.0,0.764986,0.6175
45.0,11.0,0.930542,0.5435
45.0,12.0,0.939106,0.745
45.0,13.0,0.942912,0.66975
45.0,14.0,0.735399,0.11625
45.0,15.0,0.940405,0.6325
45.0,16.0,0.940405,0.70275
45.0,17.0,0.942789,0.67275
45.0,18.0,0.880952,0.7675
45.0,19.0,0.920952,0.60325
45.0,20.0,0.853473,0.14
45.0,21.0,0.913416,0.4155
45.0,22.0,0.932445,0.662
45.0,23.0,0.880114,0.407
45.0,24.0,0.934348,0.63
45.0,25.0,0.442857,0.4165
45.0,26.0,0.393333,0.5845
45.0,27.0,0.532381,0.29325
45.0,28.0,0.552381,0.575
45.0,29.0,0.775238,0.52575
45.0,30.0,0.906667,0.6265
45.0,31.0,0.866667,0.58075
45.0,32.0,0.682857,0.5355
45.0,33.0,0.865714,0.83525
45.0,34.0,0.926667,0.7545
45.0,35.0,0.88843,0.80925
45.0,36.0,0.875129,0.73725
45.0,37.0,0.799239,0.74575
45.0,38.0,0.710325,0.5025
45.0,39.0,0.594286,0.37775
45.0,40.0,0.78381,0.679
45.0,41.0,0.924833,0.547
45.0,42.0,0.914367,0.66825
45.0,43.0,0.941009,0.82325
45.0,44.0,0.9353,0.52525
46.0,0.0,0.714286,0.49575
46.0,1.0,0.613333,0.38825
46.0,2.0,0.727619,0.63375
46.0,3.0,0.86,0.531
46.0,4.0,0.942857,0.5705
46.0,5.0,0.710752,0.50025
46.0,6.0,0.855376,0.555
46.0,7.0,0.952426,0.726
46.0,8.0,0.389153,0.42575
46.0,9.0,0.765937,0.54525
46.0,10.0,0.769743,0.742
46.0,11.0,0.941009,0.42125
46.0,12.0,0.945766,0.3655
46.0,13.0,0.959087,0.64675
46.0,14.0,0.747318,0.42425
46.0,15.0,0.957092,0.66125
46.0,16.0,0.94994,0.3635
46.0,17.0,0.957092,0.50575
46.0,18.0,0.889524,0.7455
46.0,19.0,0.939048,0.68175
46.0,20.0,0.865842,0.2905
46.0,21.0,0.931494,0.57225
46.0,22.0,0.950523,0.74475
46.0,23.0,0.884872,0.24525
46.0,24.0,0.94862,0.52025
46.0,25.0,0.44,0.67
46.0,26.0,0.384762,0.718
46.0,27.0,0.537143,0.56775
46.0,28.0,0.547619,0.5785
46.0,29.0,0.77619,0.4515
46.0,30.0,0.920952,0.676
46.0,31.0,0.877143,0.592
46.0,32.0,0.687619,0.701
46.0,33.0,0.878095,0.87525
46.0,34.0,0.944762,0.8345
46.0,35.0,0.897727,0.6905
46.0,36.0,0.884417,0.63275
46.0,37.0,0.78687,0.48025
46.0,38.0,0.697897,0.33325
46.0,39.0,0.587619,0.502
46.0,40.0,0.769524,0.42375
46.0,41.0,0.944814,0.63775
46.0,42.0,0.928639,0.62025
46.0,43.0,0.945766,0.57825
46.0,44.0,0.949572,0.5825
46.0,45.0,0.957184,0.9995
47.0,0.0,0.673022,0.46575
47.0,1.0,0.659676,0.6535
47.0,2.0,0.674929,0.2665
47.0,3.0,0.691134,0.88975
47.0,4.0,0.671115,0.551
47.0,5.0,0.641905,0.05075
47.0,6.0,0.666667,0.10825
47.0,7.0,0.664762,0.3535
47.0,8.0,0.527619,0.70075
47.0,9.0,0.653333,0.9475
47.0,10.0,0.645714,0.37775
47.0,11.0,0.670476,0.45475
47.0,12.0,0.671429,0.579
47.0,13.0,0.661905,0.3955
47.0,14.0,0.649165,0.28175
47.0,15.0,0.653938,0.259
47.0,16.0,0.663484,0.53375
47.0,17.0,0.661098,0.50725
47.0,18.0,0.671115,0.7095
47.0,19.0,0.657769,0.3905
47.0,20.0,0.682857,0.80325
47.0,21.0,0.655238,0.22825
47.0,22.0,0.657143,0.317
47.0,23.0,0.673333,0.63475
47.0,24.0,0.662857,0.454
47.0,25.0,0.552908,0.6865
47.0,26.0,0.514776,0.4465
47.0,27.0,0.551001,0.102
47.0,28.0,0.553861,0.3335
47.0,29.0,0.645377,0.6245
47.0,30.0,0.667302,0.60475
47.0,31.0,0.658723,0.52475
47.0,32.0,0.604385,0.23875
47.0,33.0,0.654909,0.64625
47.0,34.0,0.662536,0.58375
47.0,35.0,0.664943,0.74825
47.0,36.0,0.663223,0.75725
47.0,37.0,0.71619,0.9995
47.0,38.0,0.688038,0.9985
47.0,39.0,0.618684,0.21575
47.0,40.0,0.687321,0.50725
47.0,41.0,0.657143,0.5505
47.0,42.0,0.654286,0.44925
47.0,43.0,0.665714,0.57825
47.0,44.0,0.65619,0.368
47.0,45.0,0.688571,0.85
47.0,46.0,0.68381,0.83275
48.0,0.0,0.658723,0.20575
48.0,1.0,0.651096,0.28575
48.0,2.0,0.687321,0.6455
48.0,3.0,0.674929,0.919
48.0,4.0,0.633937,0.417
48.0,5.0,0.642857,0.0875
48.0,6.0,0.640952,0.05
48.0,7.0,0.646667,0.6915
48.0,8.0,0.547619,0.7675
48.0,9.0,0.631429,0.87
48.0,10.0,0.661905,0.94
48.0,11.0,0.642857,0.5355
48.0,12.0,0.64,0.58025
48.0,13.0,0.630476,0.46425
48.0,14.0,0.622912,0.04975
48.0,15.0,0.627685,0.392
48.0,16.0,0.627685,0.458
48.0,17.0,0.620525,0.34325
48.0,18.0,0.644423,0.63475
48.0,19.0,0.623451,0.34525
48.0,20.0,0.664762,0.85225
48.0,21.0,0.642857,0.65075
48.0,22.0,0.637143,0.6235
48.0,23.0,0.659048,0.8345
48.0,24.0,0.629524,0.42725
48.0,25.0,0.570067,0.75575
48.0,26.0,0.543375,0.75975
48.0,27.0,0.575786,0.52175
48.0,28.0,0.580553,0.8655
48.0,29.0,0.632031,0.65275
48.0,30.0,0.638704,0.5855
48.0,31.0,0.63775,0.6105
48.0,32.0,0.617731,0.71975
48.0,33.0,0.620591,0.37925
48.0,34.0,0.620591,0.31725
48.0,35.0,0.623578,0.397
48.0,36.0,0.621901,0.37775
48.0,37.0,0.684762,0.97325
48.0,38.0,0.682297,0.99675
48.0,39.0,0.600572,0.011
48.0,40.0,0.674929,0.52025
48.0,41.0,0.62381,0.54725
48.0,42.0,0.620952,0.39475
48.0,43.0,0.630476,0.48175
48.0,44.0,0.626667,0.45425
48.0,45.0,0.664762,0.8885
48.0,46.0,0.652381,0.791
48.0,47.0,0.73619,0.55725
49.0,0.0,0.670162,0.27225
49.0,1.0,0.633937,0.1655
49.0,2.0,0.685415,0.40475
49.0,3.0,0.690181,0.3655
49.0,4.0,0.700667,0.502
49.0,5.0,0.655238,0.14425
49.0,6.0,0.674286,0.03125
49.0,7.0,0.704762,0.527
49.0,8.0,0.48,0.057
49.0,9.0,0.641905,0.43
49.0,10.0,0.63619,0.04225
49.0,11.0,0.708571,0.58525
49.0,12.0,0.705714,0.58825
49.0,13.0,0.70381,0.57875
49.0,14.0,0.682578,0.7165
49.0,15.0,0.696897,0.42375
49.0,16.0,0.699284,0.52975
49.0,17.0,0.694511,0.4445
49.0,18.0,0.70448,0.8145
49.0,19.0,0.700667,0.65625
49.0,20.0,0.682857,0.22125
49.0,21.0,0.691429,0.3415
49.0,22.0,0.693333,0.391
49.0,23.0,0.698095,0.5535
49.0,24.0,0.699048,0.51125
49.0,25.0,0.547188,0.828
49.0,26.0,0.516683,0.87075
49.0,27.0,0.592946,0.957
49.0,28.0,0.593899,0.98825
49.0,29.0,0.672069,0.819
49.0,30.0,0.695901,0.54175
49.0,31.0,0.698761,0.81875
49.0,32.0,0.625357,0.57825
49.0,33.0,0.679695,0.607
49.0,34.0,0.693041,0.51025
49.0,35.0,0.689762,0.6515
49.0,36.0,0.695248,0.82275
49.0,37.0,0.700952,0.881
49.0,38.0,0.679426,0.95675
49.0,39.0,0.639657,0.808
49.0,40.0,0.700667,0.70975
49.0,41.0,0.681905,0.33225
49.0,42.0,0.671429,0.16225
49.0,43.0,0.688571,0.32625
49.0,44.0,0.692381,0.44225
49.0,45.0,0.70381,0.48175
49.0,46.0,0.702857,0.50125
49.0,47.0,0.687619,0.487
49.0,48.0,0.671429,0.559
50.0,0.0,0.71306,0.7315
50.0,1.0,0.633937,0.763
50.0,2.0,0.7102,0.417
50.0,3.0,0.836034,0.882
50.0,4.0,0.888465,0.57275
50.0,5.0,0.691429,0.293
50.0,6.0,0.81619,0.44975
50.0,7.0,0.888571,0.39575
50.0,8.0,0.411429,0.36575
50.0,9.0,0.721905,0.157
50.0,10.0,0.734286,0.43125
50.0,11.0,0.894286,0.7185
50.0,12.0,0.899048,0.7265
50.0,13.0,0.904762,0.70925
50.0,14.0,0.711561,0.10725
50.0,15.0,0.904648,0.728
50.0,16.0,0.907032,0.79025
50.0,17.0,0.9118,0.82825
50.0,18.0,0.838894,0.54375
50.0,19.0,0.884652,0.6175
50.0,20.0,0.828571,0.49075
50.0,21.0,0.873333,0.38625
50.0,22.0,0.886667,0.40675
50.0,23.0,0.841905,0.36325
50.0,24.0,0.890476,0.463
50.0,25.0,0.443279,0.2755
50.0,26.0,0.384175,0.107
50.0,27.0,0.530982,0.3215
50.0,28.0,0.536702,0.32475
50.0,29.0,0.748332,0.474
50.0,30.0,0.874166,0.75275
50.0,31.0,0.824595,0.31975
50.0,32.0,0.657769,0.315
50.0,33.0,0.819828,0.405
50.0,34.0,0.888465,0.70125
50.0,35.0,0.850052,0.624
50.0,36.0,0.842975,0.7145
50.0,37.0,0.772381,0.738
50.0,38.0,0.677512,0.204
50.0,39.0,0.607245,0.78125
50.0,40.0,0.751192,0.513
50.0,41.0,0.9,0.839
50.0,42.0,0.893333,0.921
50.0,43.0,0.914286,0.713
50.0,44.0,0.918095,0.8255
50.0,45.0,0.889524,0.5575
50.0,46.0,0.888571,0.39475
50.0,47.0,0.650143,0.28225
50.0,48.0,0.607245,0.0465
50.0,49.0,0.680648,0.35775
51.0,0.0,0.725453,0.66
51.0,1.0,0.642517,0.5315
51.0,2.0,0.728313,0.46325
51.0,3.0,0.823642,0.5225
51.0,4.0,0.879886,0.52425
51.0,5.0,0.694286,0.105
51.0,6.0,0.822857,0.481
51.0,7.0,0.88,0.33925
51.0,8.0,0.427619,0.47375
51.0,9.0,0.732381,0.3895
51.0,10.0,0.735238,0.32325
51.0,11.0,0.885714,0.6245
51.0,12.0,0.892381,0.7355
51.0,13.0,0.89619,0.72175
51.0,14.0,0.740167,0.5025
51.0,15.0,0.890346,0.61375
51.0,16.0,0.892729,0.70775
51.0,17.0,0.897497,0.77825
51.0,18.0,0.836034,0.53175
51.0,19.0,0.876072,0.62225
51.0,20.0,0.82381,0.3255
51.0,21.0,0.866667,0.3715
51.0,22.0,0.88,0.457
51.0,23.0,0.837143,0.29275
51.0,24.0,0.88381,0.5175
51.0,25.0,0.459485,0.347
51.0,26.0,0.398475,0.13675
51.0,27.0,0.537655,0.2535
51.0,28.0,0.554814,0.56675
51.0,29.0,0.743565,0.297
51.0,30.0,0.85796,0.42875
51.0,31.0,0.819828,0.275
51.0,32.0,0.668255,0.41625
51.0,33.0,0.820782,0.55725
51.0,34.0,0.876072,0.586
51.0,35.0,0.840745,0.5425
51.0,36.0,0.831612,0.5585
51.0,37.0,0.792381,0.87875
51.0,38.0,0.689952,0.22625
51.0,39.0,0.608198,0.47775
51.0,40.0,0.775024,0.8375
51.0,41.0,0.891429,0.6405
51.0,42.0,0.892381,0.716
51.0,43.0,0.9,0.9485
51.0,44.0,0.89619,0.86375
51.0,45.0,0.892381,0.943
51.0,46.0,0.887619,0.686
51.0,47.0,0.660629,0.344
51.0,48.0,0.63489,0.31175
51.0,49.0,0.685415,0.33275
51.0,50.0,0.924762,1.0
