k1,k2,sk,pval
40.0,7.0,0.775238,0.5775
40.0,8.0,0.494286,0.13625
40.0,9.0,0.689524,0.17925
40.0,10.0,0.731429,0.505
40.0,11.0,0.779048,0.63675
40.0,12.0,0.772381,0.57075
40.0,13.0,0.764762,0.47125
40.0,14.0,0.701671,0.02025
40.0,15.0,0.785203,0.8565
40.0,16.0,0.78043,0.83425
40.0,17.0,0.775656,0.7915
40.0,18.0,0.744519,0.28925
40.0,19.0,0.755958,0.46975
40.0,20.0,0.759048,0.173
40.0,21.0,0.769524,0.43325
40.0,22.0,0.771429,0.599
40.0,23.0,0.753333,0.14
40.0,24.0,0.767619,0.522
40.0,25.0,0.537655,0.6705
40.0,26.0,0.486177,0.44725
40.0,27.0,0.584366,0.54425
40.0,28.0,0.586273,0.8315
40.0,29.0,0.699714,0.53325
40.0,30.0,0.752145,0.386
40.0,31.0,0.737846,0.459
40.0,32.0,0.638704,0.24475
40.0,33.0,0.714013,0.19525
40.0,34.0,0.754051,0.50075
40.0,35.0,0.741468,0.50425
40.0,36.0,0.738636,0.54025
40.0,37.0,0.785714,0.998
40.0,38.0,0.753346,0.9995
40.0,39.0,0.705714,0.99725
41.0,0.0,0.693333,0.6485
41.0,1.0,0.592381,0.55775
41.0,2.0,0.700952,0.648
41.0,3.0,0.848571,0.5525
41.0,4.0,0.948571,0.6535
41.0,5.0,0.682207,0.40475
41.0,6.0,0.838249,0.57875
41.0,7.0,0.94862,0.56375
41.0,8.0,0.377735,0.60075
41.0,9.0,0.75452,0.414
41.0,10.0,0.748811,0.5575
41.0,11.0,0.942912,0.611
41.0,12.0,0.953378,0.6565
41.0,13.0,0.966698,0.75075
41.0,14.0,0.731824,0.493
41.0,15.0,0.953516,0.293
41.0,16.0,0.9559,0.29375
41.0,17.0,0.963051,0.323
41.0,18.0,0.878095,0.46975
41.0,19.0,0.942857,0.4825
41.0,20.0,0.867745,0.59025
41.0,21.0,0.9353,0.595
41.0,22.0,0.954329,0.59525
41.0,23.0,0.886775,0.46675
41.0,24.0,0.956232,0.59775
41.0,25.0,0.417143,0.6185
41.0,26.0,0.358095,0.5245
41.0,27.0,0.518095,0.4955
41.0,28.0,0.532381,0.5425
41.0,29.0,0.77619,0.7025
41.0,30.0,0.919048,0.5905
41.0,31.0,0.871429,0.48625
41.0,32.0,0.672381,0.63375
41.0,33.0,0.870476,0.606
41.0,34.0,0.948571,0.70725
41.0,35.0,0.897727,0.467
41.0,36.0,0.886481,0.48975
41.0,37.0,0.76784,0.43725
41.0,38.0,0.6826,0.3935
41.0,39.0,0.560952,0.46225
41.0,40.0,0.752381,0.53925
42.0,0.0,0.69619,0.64475
42.0,1.0,0.599048,0.537
42.0,2.0,0.707619,0.7445
42.0,3.0,0.849524,0.81525
42.0,4.0,0.932381,0.7015
42.0,5.0,0.686965,0.46625
42.0,6.0,0.835395,0.69825
42.0,7.0,0.930542,0.50225
42.0,8.0,0.378687,0.364
42.0,9.0,0.745956,0.369
42.0,10.0,0.749762,0.65825
42.0,11.0,0.926736,0.61225
42.0,12.0,0.941009,0.82625
42.0,13.0,0.94862,0.75375
42.0,14.0,0.722288,0.32525
42.0,15.0,0.939213,0.47175
42.0,16.0,0.941597,0.5085
42.0,17.0,0.948749,0.58375
42.0,18.0,0.865714,0.49475
42.0,19.0,0.924762,0.512
42.0,20.0,0.85157,0.39575
42.0,21.0,0.917222,0.50775
42.0,22.0,0.936251,0.58975
42.0,23.0,0.868696,0.287
42.0,24.0,0.934348,0.44175
42.0,25.0,0.42,0.43625
42.0,26.0,0.360952,0.28875
42.0,27.0,0.522857,0.5005
42.0,28.0,0.529524,0.4035
42.0,29.0,0.771429,0.764
42.0,30.0,0.900952,0.51325
42.0,31.0,0.857143,0.46975
42.0,32.0,0.675238,0.75575
42.0,33.0,0.858095,0.6655
42.0,34.0,0.932381,0.7855
42.0,35.0,0.880165,0.41275
42.0,36.0,0.873065,0.55825
42.0,37.0,0.768792,0.57375
42.0,38.0,0.683556,0.42275
42.0,39.0,0.577143,0.66525
42.0,40.0,0.755238,0.66375
42.0,41.0,0.959087,0.9825
43.0,0.0,0.7,0.429
43.0,1.0,0.606667,0.52475
43.0,2.0,0.709524,0.475
43.0,3.0,0.859048,0.71075
43.0,4.0,0.94381,0.6035
43.0,5.0,0.705994,0.68225
43.0,6.0,0.846813,0.58925
43.0,7.0,0.949572,0.68325
43.0,8.0,0.384396,0.4925
43.0,9.0,0.76118,0.4785
43.0,10.0,0.76118,0.65875
43.0,11.0,0.945766,0.76875
43.0,12.0,0.950523,0.65825
43.0,13.0,0.961941,0.73725
43.0,14.0,0.738975,0.431
43.0,15.0,0.9559,0.55
43.0,16.0,0.960667,0.738
43.0,17.0,0.967819,0.83575
43.0,18.0,0.884762,0.659
43.0,19.0,0.94381,0.736
43.0,20.0,0.868696,0.46175
43.0,21.0,0.934348,0.596
43.0,22.0,0.951475,0.62425
43.0,23.0,0.889629,0.47375
43.0,24.0,0.949572,0.45675
43.0,25.0,0.418095,0.36575
43.0,26.0,0.360952,0.32025
43.0,27.0,0.519048,0.3475
43.0,28.0,0.535238,0.4675
43.0,29.0,0.773333,0.57125
43.0,30.0,0.92,0.718
43.0,31.0,0.87619,0.67325
43.0,32.0,0.673333,0.551
43.0,33.0,0.867619,0.59925
43.0,34.0,0.945714,0.81125
43.0,35.0,0.899793,0.64125
43.0,36.0,0.886481,0.58075
43.0,37.0,0.785918,0.69275
43.0,38.0,0.695029,0.462
43.0,39.0,0.577143,0.527
43.0,40.0,0.762857,0.55225
43.0,41.0,0.955281,0.55125
43.0,42.0,0.954329,0.92875
44.0,0.0,0.70381,0.656
44.0,1.0,0.602857,0.5695
44.0,2.0,0.709524,0.608
44.0,3.0,0.857143,0.62825
44.0,4.0,0.953333,0.7915
44.0,5.0,0.698382,0.58875
44.0,6.0,0.848716,0.6675
44.0,7.0,0.955281,0.7475
44.0,8.0,0.378687,0.4965
44.0,9.0,0.763083,0.51525
44.0,10.0,0.76118,0.67825
44.0,11.0,0.947669,0.68925
44.0,12.0,0.956232,0.6975
44.0,13.0,0.96765,0.76625
44.0,14.0,0.742551,0.5585
44.0,15.0,0.964243,0.71925
44.0,16.0,0.964243,0.6415
44.0,17.0,0.971395,0.738
44.0,18.0,0.882857,0.51775
44.0,19.0,0.945714,0.59075
44.0,20.0,0.868696,0.43575
44.0,21.0,0.938154,0.58675
44.0,22.0,0.955281,0.56475
44.0,23.0,0.889629,0.3955
44.0,24.0,0.955281,0.48125
44.0,25.0,0.414286,0.40075
44.0,26.0,0.360952,0.463
44.0,27.0,0.515238,0.3405
44.0,28.0,0.533333,0.4695
44.0,29.0,0.769524,0.4295
44.0,30.0,0.921905,0.624
44.0,31.0,0.874286,0.50625
44.0,32.0,0.669524,0.47025
44.0,33.0,0.867619,0.48175
44.0,34.0,0.949524,0.74325
44.0,35.0,0.899793,0.501
44.0,36.0,0.886481,0.45525
44.0,37.0,0.776403,0.47625
44.0,38.0,0.689293,0.3875
44.0,39.0,0.573333,0.55425
44.0,40.0,0.760952,0.5545
44.0,41.0,0.966698,0.811
44.0,42.0,0.952426,0.7415
44.0,43.0,0.977165,0.996
45.0,0.0,0.722857,0.44375
45.0,1.0,0.633333,0.5515
45.0,2.0,0.726667,0.3155
45.0,3.0,0.855238,0.53375
45.0,4.0,0.922857,0.42825
45.0,5.0,0.711703,0.3195
45.0,6.0,0.848716,0.35125
45.0,7.0,0.936251,0.6675
45.0,8.0,0.401522,0.382
45.0,9.0,0.76118,0.45375
45.0,10.0,0.764986,0.51625
45.0,11.0,0.930542,0.61375
45.0,12.0,0.939106,0.78375
45.0,13.0,0.942912,0.6975
45.0,14.0,0.735399,0.141
45.0,15.0,0.940405,0.64725
45.0,16.0,0.940405,0.70925
45.0,17.0,0.942789,0.6965
45.0,18.0,0.880952,0.7825
45.0,19.0,0.920952,0.59175
45.0,20.0,0.853473,0.075
45.0,21.0,0.913416,0.23525
45.0,22.0,0.932445,0.50775
45.0,23.0,0.880114,0.282
45.0,24.0,0.934348,0.55175
45.0,25.0,0.442857,0.46725
45.0,26.0,0.393333,0.62725
45.0,27.0,0.532381,0.32325
45.0,28.0,0.552381,0.619
45.0,29.0,0.775238,0.657
45.0,30.0,0.906667,0.725
45.0,31.0,0.866667,0.68625
45.0,32.0,0.682857,0.65525
45.0,33.0,0.865714,0.8635
45.0,34.0,0.926667,0.816
45.0,35.0,0.88843,0.7295
45.0,36.0,0.875129,0.63725
45.0,37.0,0.799239,0.78775
45.0,38.0,0.710325,0.533
45.0,39.0,0.594286,0.4465
45.0,40.0,0.78381,0.74075
45.0,41.0,0.924833,0.566
45.0,42.0,0.914367,0.707
45.0,43.0,0.941009,0.97075
45.0,44.0,0.9353,0.811
46.0,0.0,0.714286,0.48075
46.0,1.0,0.613333,0.41
46.0,2.0,0.727619,0.63
46.0,3.0,0.86,0.5435
46.0,4.0,0.942857,0.59625
46.0,5.0,0.710752,0.5125
46.0,6.0,0.855376,0.55025
46.0,7.0,0.952426,0.759
46.0,8.0,0.389153,0.4425
46.0,9.0,0.765937,0.49575
46.0,10.0,0.769743,0.67275
46.0,11.0,0.941009,0.488
46.0,12.0,0.945766,0.42825
46.0,13.0,0.959087,0.67875
46.0,14.0,0.747318,0.42025
46.0,15.0,0.957092,0.6875
46.0,16.0,0.94994,0.37775
46.0,17.0,0.957092,0.5315
46.0,18.0,0.889524,0.73725
46.0,19.0,0.939048,0.67075
46.0,20.0,0.865842,0.20125
46.0,21.0,0.931494,0.398
46.0,22.0,0.950523,0.61875
46.0,23.0,0.884872,0.1885
46.0,24.0,0.94862,0.4585
46.0,25.0,0.44,0.70575
46.0,26.0,0.384762,0.72925
46.0,27.0,0.537143,0.58
46.0,28.0,0.547619,0.61175
46.0,29.0,0.77619,0.54325
46.0,30.0,0.920952,0.7465
46.0,31.0,0.877143,0.677
46.0,32.0,0.687619,0.74675
46.0,33.0,0.878095,0.87075
46.0,34.0,0.944762,0.86825
46.0,35.0,0.897727,0.6045
46.0,36.0,0.884417,0.54325
46.0,37.0,0.78687,0.518
46.0,38.0,0.697897,0.346
46.0,39.0,0.587619,0.5405
46.0,40.0,0.769524,0.4675
46.0,41.0,0.944814,0.62525
46.0,42.0,0.928639,0.64
46.0,43.0,0.945766,0.744
46.0,44.0,0.949572,0.736
46.0,45.0,0.957184,0.9995
47.0,0.0,0.673022,0.196
47.0,1.0,0.659676,0.39975
47.0,2.0,0.674929,0.1415
47.0,3.0,0.691134,0.766
47.0,4.0,0.671115,0.58425
47.0,5.0,0.641905,0.02
47.0,6.0,0.666667,0.06975
47.0,7.0,0.664762,0.34575
47.0,8.0,0.527619,0.33525
47.0,9.0,0.653333,0.7685
47.0,10.0,0.645714,0.15175
47.0,11.0,0.670476,0.423
47.0,12.0,0.671429,0.525
47.0,13.0,0.661905,0.4045
47.0,14.0,0.649165,0.14825
47.0,15.0,0.653938,0.245
47.0,16.0,0.663484,0.47375
47.0,17.0,0.661098,0.46
47.0,18.0,0.671115,0.63825
47.0,19.0,0.657769,0.42425
47.0,20.0,0.682857,0.547
47.0,21.0,0.655238,0.1545
47.0,22.0,0.657143,0.27475
47.0,23.0,0.673333,0.41075
47.0,24.0,0.662857,0.396
47.0,25.0,0.552908,0.75925
47.0,26.0,0.514776,0.5545
47.0,27.0,0.551001,0.12275
47.0,28.0,0.553861,0.402
47.0,29.0,0.645377,0.7365
47.0,30.0,0.667302,0.5685
47.0,31.0,0.658723,0.56525
47.0,32.0,0.604385,0.42675
47.0,33.0,0.654909,0.684
47.0,34.0,0.662536,0.567
47.0,35.0,0.664943,0.7135
47.0,36.0,0.663223,0.71925
47.0,37.0,0.71619,0.99825
47.0,38.0,0.688038,0.99175
47.0,39.0,0.618684,0.265
47.0,40.0,0.687321,0.72125
47.0,41.0,0.657143,0.533
47.0,42.0,0.654286,0.46725
47.0,43.0,0.665714,0.53
47.0,44.0,0.65619,0.37825
47.0,45.0,0.688571,0.752
47.0,46.0,0.68381,0.7485
48.0,0.0,0.658723,0.06025
48.0,1.0,0.651096,0.11875
48.0,2.0,0.687321,0.4325
48.0,3.0,0.674929,0.83625
48.0,4.0,0.633937,0.4615
48.0,5.0,0.642857,0.04175
48.0,6.0,0.640952,0.03
48.0,7.0,0.646667,0.631
48.0,8.0,0.547619,0.38
48.0,9.0,0.631429,0.6105
48.0,10.0,0.661905,0.72325
48.0,11.0,0.642857,0.49025
48.0,12.0,0.64,0.54625
48.0,13.0,0.630476,0.44225
48.0,14.0,0.622912,0.02225
48.0,15.0,0.627685,0.34625
48.0,16.0,0.627685,0.42225
48.0,17.0,0.620525,0.33075
48.0,18.0,0.644423,0.58575
48.0,19.0,0.623451,0.36075
48.0,20.0,0.664762,0.63025
48.0,21.0,0.642857,0.49075
48.0,22.0,0.637143,0.523
48.0,23.0,0.659048,0.654
48.0,24.0,0.629524,0.37875
48.0,25.0,0.570067,0.80525
48.0,26.0,0.543375,0.8025
48.0,27.0,0.575786,0.5155
48.0,28.0,0.580553,0.888
48.0,29.0,0.632031,0.77325
48.0,30.0,0.638704,0.5715
48.0,31.0,0.63775,0.6565
48.0,32.0,0.617731,0.85975
48.0,33.0,0.620591,0.4635
48.0,34.0,0.620591,0.35275
48.0,35.0,0.623578,0.439
48.0,36.0,0.621901,0.4165
48.0,37.0,0.684762,0.95525
48.0,38.0,0.682297,0.99175
48.0,39.0,0.600572,0.019
48.0,40.0,0.674929,0.6525
48.0,41.0,0.62381,0.538
48.0,42.0,0.620952,0.4205
48.0,43.0,0.630476,0.461
48.0,44.0,0.626667,0.44125
48.0,45.0,0.664762,0.83225
48.0,46.0,0.652381,0.73525
48.0,47.0,0.73619,1.0
49.0,0.0,0.670162,0.20075
49.0,1.0,0.633937,0.15025
49.0,2.0,0.685415,0.40425
49.0,3.0,0.690181,0.34075
49.0,4.0,0.700667,0.54225
49.0,5.0,0.655238,0.142
49.0,6.0,0.674286,0.026
49.0,7.0,0.704762,0.5155
49.0,8.0,0.48,0.026
49.0,9.0,0.641905,0.258
49.0,10.0,0.63619,0.01775
49.0,11.0,0.708571,0.5875
49.0,12.0,0.705714,0.57075
49.0,13.0,0.70381,0.571
49.0,14.0,0.682578,0.69125
49.0,15.0,0.696897,0.40275
49.0,16.0,0.699284,0.4915
49.0,17.0,0.694511,0.42325
49.0,18.0,0.70448,0.827
49.0,19.0,0.700667,0.651
49.0,20.0,0.682857,0.13875
49.0,21.0,0.691429,0.2615
49.0,22.0,0.693333,0.327
49.0,23.0,0.698095,0.435
49.0,24.0,0.699048,0.46125
49.0,25.0,0.547188,0.9055
49.0,26.0,0.516683,0.92275
49.0,27.0,0.592946,0.96575
49.0,28.0,0.593899,0.99125
49.0,29.0,0.672069,0.9185
49.0,30.0,0.695901,0.58275
49.0,31.0,0.698761,0.86325
49.0,32.0,0.625357,0.77475
49.0,33.0,0.679695,0.66925
49.0,34.0,0.693041,0.52
49.0,35.0,0.689762,0.67175
49.0,36.0,0.695248,0.82175
49.0,37.0,0.700952,0.903
49.0,38.0,0.679426,0.961
49.0,39.0,0.639657,0.89425
49.0,40.0,0.700667,0.841
49.0,41.0,0.681905,0.3365
49.0,42.0,0.671429,0.19175
49.0,43.0,0.688571,0.325
49.0,44.0,0.692381,0.44325
49.0,45.0,0.70381,0.4865
49.0,46.0,0.702857,0.4995
49.0,47.0,0.687619,0.99975
49.0,48.0,0.671429,0.99775
50.0,0.0,0.71306,0.7835
50.0,1.0,0.633937,0.81425
50.0,2.0,0.7102,0.5315
50.0,3.0,0.836034,0.92975
50.0,4.0,0.888465,0.63875
50.0,5.0,0.691429,0.37075
50.0,6.0,0.81619,0.5535
50.0,7.0,0.888571,0.45875
50.0,8.0,0.411429,0.37975
50.0,9.0,0.721905,0.17425
50.0,10.0,0.734286,0.419
50.0,11.0,0.894286,0.80925
50.0,12.0,0.899048,0.80625
50.0,13.0,0.904762,0.78675
50.0,14.0,0.711561,0.17075
50.0,15.0,0.904648,0.78225
50.0,16.0,0.907032,0.84325
50.0,17.0,0.9118,0.88
50.0,18.0,0.838894,0.59575
50.0,19.0,0.884652,0.643
50.0,20.0,0.828571,0.385
50.0,21.0,0.873333,0.283
50.0,22.0,0.886667,0.3275
50.0,23.0,0.841905,0.321
50.0,24.0,0.890476,0.4305
50.0,25.0,0.443279,0.39875
50.0,26.0,0.384175,0.1925
50.0,27.0,0.530982,0.39575
50.0,28.0,0.536702,0.40225
50.0,29.0,0.748332,0.64075
50.0,30.0,0.874166,0.84825
50.0,31.0,0.824595,0.445
50.0,32.0,0.657769,0.48775
50.0,33.0,0.819828,0.5185
50.0,34.0,0.888465,0.78575
50.0,35.0,0.850052,0.636
50.0,36.0,0.842975,0.6965
50.0,37.0,0.772381,0.8405
50.0,38.0,0.677512,0.2685
50.0,39.0,0.607245,0.86875
50.0,40.0,0.751192,0.653
50.0,41.0,0.9,0.4245
50.0,42.0,0.893333,0.198
50.0,43.0,0.914286,0.54675
50.0,44.0,0.918095,0.7065
50.0,45.0,0.889524,0.93075
50.0,46.0,0.888571,0.6385
50.0,47.0,0.650143,0.306
50.0,48.0,0.607245,0.075
50.0,49.0,0.680648,0.40925
51.0,0.0,0.725453,0.73675
51.0,1.0,0.642517,0.63025
51.0,2.0,0.728313,0.60575
51.0,3.0,0.823642,0.6175
51.0,4.0,0.879886,0.6135
51.0,5.0,0.694286,0.152
51.0,6.0,0.822857,0.583
51.0,7.0,0.88,0.38475
51.0,8.0,0.427619,0.4425
51.0,9.0,0.732381,0.31875
51.0,10.0,0.735238,0.28425
51.0,11.0,0.885714,0.729
51.0,12.0,0.892381,0.82975
51.0,13.0,0.89619,0.7965
51.0,14.0,0.740167,0.57
51.0,15.0,0.890346,0.5655
51.0,16.0,0.892729,0.687
51.0,17.0,0.897497,0.7595
51.0,18.0,0.836034,0.604
51.0,19.0,0.876072,0.655
51.0,20.0,0.82381,0.2205
51.0,21.0,0.866667,0.25125
51.0,22.0,0.88,0.37225
51.0,23.0,0.837143,0.23075
51.0,24.0,0.88381,0.49275
51.0,25.0,0.459485,0.5055
51.0,26.0,0.398475,0.22625
51.0,27.0,0.537655,0.35675
51.0,28.0,0.554814,0.668
51.0,29.0,0.743565,0.50125
51.0,30.0,0.85796,0.55325
51.0,31.0,0.819828,0.413
51.0,32.0,0.668255,0.65475
51.0,33.0,0.820782,0.70725
51.0,34.0,0.876072,0.69125
51.0,35.0,0.840745,0.54425
51.0,36.0,0.831612,0.5355
51.0,37.0,0.792381,0.97975
51.0,38.0,0.689952,0.34975
51.0,39.0,0.608198,0.635
51.0,40.0,0.775024,0.92225
51.0,41.0,0.891429,0.57325
51.0,42.0,0.892381,0.53225
51.0,43.0,0.9,0.36
51.0,44.0,0.89619,0.28825
51.0,45.0,0.892381,0.98625
51.0,46.0,0.887619,0.813
51.0,47.0,0.660629,0.35225
51.0,48.0,0.63489,0.32725
51.0,49.0,0.685415,0.39925
51.0,50.0,0.924762,0.9735
