sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
90,8,20,23,33,34,22,36,48,31,30,25,19,25,11,22,25,26,14,11,20,14,17,10,16,5,4,5,6,0,7,6,3,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,16,23,28,24,39,30,30,20,32,30,23,33,18,27,15,20,20,21,16,12,13,9,17,14,14,7,6,6,6,2,2,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,7,24,30,28,25,31,26,32,35,23,33,23,27,22,31,23,15,15,27,16,7,10,13,7,3,8,9,8,4,5,1,3,2,2,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
93,12,18,33,32,34,27,39,22,24,26,31,20,26,22,22,25,21,16,10,18,16,12,11,11,13,8,5,8,3,2,6,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,14,16,20,31,39,32,21,27,36,31,22,31,33,27,24,19,17,17,17,13,8,17,7,9,9,7,9,4,2,2,2,1,5,3,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,9,24,25,34,36,33,25,24,24,33,26,22,29,26,24,21,25,15,18,19,11,12,14,7,6,5,8,7,2,5,2,3,3,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
96,11,16,32,33,32,20,33,35,32,31,22,28,22,31,19,19,18,24,16,16,10,9,16,10,8,6,3,6,3,2,2,4,7,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,13,22,25,25,25,32,37,29,38,36,27,22,27,15,24,22,12,15,17,27,10,18,4,13,13,6,3,3,6,4,3,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,11,23,31,35,31,32,31,27,26,29,24,32,20,26,24,29,11,11,19,13,16,16,9,6,8,6,7,4,4,5,2,3,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99,15,21,33,23,34,25,31,36,22,29,30,26,30,18,14,30,18,11,15,19,12,14,13,8,13,7,5,4,3,4,9,3,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,11,17,32,27,32,30,32,28,27,30,26,33,17,36,22,19,18,23,13,14,20,13,12,7,12,3,4,5,3,5,1,1,1,2,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
101,9,23,30,24,32,32,33,35,30,24,32,33,20,23,27,16,21,13,13,14,10,17,14,9,5,10,6,6,1,1,8,1,2,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,15,16,27,33,29,32,32,25,33,42,27,28,31,12,26,17,18,15,19,7,16,15,11,11,3,7,4,7,4,2,2,3,2,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,11,22,22,34,45,27,38,23,32,24,27,24,24,23,24,26,20,15,15,12,15,11,6,10,11,9,7,4,7,2,4,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,12,19,28,15,38,38,41,29,17,27,32,26,24,23,30,30,13,18,15,13,21,5,15,5,9,9,4,4,2,8,3,2,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
105,13,21,24,32,30,32,31,34,30,23,24,25,37,26,17,18,21,13,20,15,9,9,11,12,12,7,7,6,6,3,3,0,2,2,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
106,17,15,35,30,30,20,31,32,26,38,26,19,23,26,23,26,17,17,10,22,11,10,16,8,7,12,10,5,2,6,3,3,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,14,24,32,35,38,27,27,30,29,27,25,27,26,21,17,18,16,20,18,11,5,16,15,9,11,5,9,5,3,4,1,4,4,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,9,22,34,30,35,27,34,23,32,23,28,21,34,28,22,16,27,16,18,15,11,10,12,8,6,7,3,5,2,4,8,3,1,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,14,25,23,25,30,31,26,30,28,28,27,33,32,24,26,15,17,17,29,12,6,11,13,13,10,6,7,5,3,2,3,1,3,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
110,16,22,24,24,38,20,29,38,25,25,38,28,24,20,23,20,23,18,20,18,13,16,8,7,9,6,4,5,2,2,5,1,3,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
