k1,k2,stat,lb,ub,pval
31,29,0.003123,0.005748,0.031609,0.01175
31,30,0.003563,-0.00343,0.017136,0.23575
32,0,-0.002308,-0.016026,0.013341,0.4335
32,1,-0.00587,-0.014255,0.012822,0.202
32,2,0.008629,-0.013595,0.012614,0.9165
32,3,0.008093,-0.012981,0.011468,0.898
32,4,-0.001754,-0.006952,0.007113,0.3175
32,5,0.016504,-0.014447,0.013247,0.9905
32,6,0.00477,-0.012378,0.012126,0.77075
32,7,-0.000522,-0.005536,0.005293,0.42
32,8,0.009161,-0.01378,0.015175,0.85475
32,9,-0.001087,-0.013181,0.015015,0.44225
32,10,0.012758,-0.014883,0.015925,0.9475
32,11,-0.001655,-0.008519,0.009757,0.33725
32,12,-0.005206,-0.008415,0.00752,0.09525
32,13,-0.002276,-0.00564,0.006046,0.2095
32,14,0.004361,-0.019912,0.019506,0.66775
32,15,-0.002588,-0.011173,0.011116,0.2805
32,16,0.006004,-0.012626,0.013612,0.82175
32,17,-0.0016,-0.010453,0.011084,0.32
32,18,-0.002776,-0.008782,0.009099,0.276
32,19,-0.002678,-0.007312,0.006838,0.22125
32,20,0.003276,-0.013128,0.012344,0.7235
32,21,-0.000379,-0.008963,0.008379,0.45175
32,22,0.002856,-0.006131,0.006734,0.79975
32,23,0.003082,-0.01081,0.009376,0.72825
32,24,-0.00244,-0.005573,0.005412,0.182
32,25,-0.014236,0.016039,0.043764,0.0
32,26,-0.013282,0.008457,0.0313,0.0
32,27,-0.020668,0.010353,0.043214,0.0
32,28,-0.016467,0.007301,0.040427,0.0
32,29,0.014588,0.021169,0.050969,0.00275
32,30,0.010553,0.001515,0.021721,0.49725
32,31,-0.01128,0.005506,0.031769,0.0
33,0,0.004358,-0.012406,0.009883,0.83525
33,1,-0.003175,-0.010846,0.009774,0.32775
33,2,-0.001251,-0.011468,0.0097,0.4845
33,3,-0.008051,-0.010644,0.010021,0.07225
33,4,6.7e-05,-0.00626,0.006021,0.55075
33,5,0.004629,-0.01187,0.010025,0.83125
33,6,0.013809,-0.010817,0.009414,0.99625
33,7,-0.001054,-0.004591,0.005277,0.3555
33,8,0.002989,-0.011984,0.011134,0.71225
33,9,0.01078,-0.012339,0.010043,0.9775
33,10,0.007172,-0.011769,0.012271,0.88375
33,11,-0.005724,-0.008863,0.007424,0.09375
33,12,-0.001668,-0.007273,0.00645,0.34775
33,13,0.000938,-0.005184,0.00523,0.68475
33,14,0.010093,-0.017213,0.017021,0.899
33,15,-0.003155,-0.009948,0.010194,0.2405
33,16,-0.00175,-0.011594,0.011733,0.3955
33,17,0.001943,-0.009813,0.01066,0.68375
33,18,-0.000504,-0.007611,0.007902,0.47825
33,19,-0.002974,-0.006208,0.006244,0.195
33,20,-0.001707,-0.011461,0.009308,0.453
33,21,5.1e-05,-0.007574,0.007887,0.54725
33,22,0.001988,-0.006136,0.005748,0.76475
33,23,0.005954,-0.009392,0.008034,0.9195
33,24,0.001829,-0.005356,0.004778,0.785
33,25,-0.012236,0.003675,0.02186,0.0
33,26,-0.013601,0.001142,0.015057,0.0
33,27,-0.020383,0.002937,0.026798,0.0
33,28,-0.017333,0.001123,0.026216,0.0
33,29,0.005948,0.011813,0.037639,0.00125
33,30,0.000136,0.000153,0.020009,0.023
33,31,0.00103,0.001702,0.024891,0.0115
33,32,0.017415,0.012829,0.038188,0.114
34,0,0.000818,-0.007179,0.006264,0.65
34,1,0.002902,-0.006091,0.005111,0.87175
34,2,-0.003534,-0.007039,0.006193,0.17075
34,3,-0.001721,-0.006007,0.0079,0.2545
34,4,0.000781,-0.004313,0.004655,0.65525
34,5,-0.001861,-0.006609,0.006873,0.315
34,6,0.000575,-0.006562,0.006751,0.57475
34,7,0.002132,-0.003416,0.004324,0.828
34,8,0.001401,-0.006536,0.006765,0.6085
34,9,-0.000999,-0.007904,0.006619,0.4825
34,10,0.00434,-0.008006,0.00755,0.8715
34,11,0.000423,-0.006106,0.005223,0.6255
34,12,-0.002151,-0.005274,0.004695,0.254
34,13,-0.000982,-0.004133,0.003349,0.39925
34,14,0.004859,-0.011597,0.010183,0.839
34,15,0.001542,-0.006956,0.007189,0.74125
34,16,0.000892,-0.008415,0.008186,0.65275
34,17,0.001902,-0.006832,0.007696,0.769
34,18,-0.000478,-0.005982,0.004939,0.532
34,19,0.000495,-0.0044,0.004795,0.64575
34,20,-0.002717,-0.008287,0.0057,0.328
